Date,Source,Target,Beta_Mean,Beta_Lower_94,Beta_Upper_94,Significant
2020-03-04,Crypto_Volatility,Stable_Volatility,0.6558097775901232,-0.7656565662505028,2.2862017966092987,False
2020-03-05,Crypto_Volatility,Stable_Volatility,0.49636381853900985,-3.321564536266182,3.9530890017424696,False
2020-03-06,Crypto_Volatility,Stable_Volatility,-0.584180563176818,-2.8541351674094733,1.2671554996416403,False
2020-03-07,Crypto_Volatility,Stable_Volatility,2.1590804786301288,0.5622479901216249,3.5798605407618984,True
2020-03-08,Crypto_Volatility,Stable_Volatility,-2.9499676687322394,-4.255832183598188,-1.6255894551210077,True
2020-03-09,Crypto_Volatility,Stable_Volatility,0.24474173716228642,-0.49712989506697786,0.9503495381562608,False
2020-03-10,Crypto_Volatility,Stable_Volatility,-0.4066597661246899,-1.050161625398283,0.25921100111316997,False
2020-03-11,Crypto_Volatility,Stable_Volatility,0.3061531357595628,-0.6775586063258484,1.607840988842146,False
2020-03-12,Crypto_Volatility,Stable_Volatility,-3.3922240592893083,-5.242641707138118,-1.4973121903855198,True
2020-03-13,Crypto_Volatility,Stable_Volatility,0.47641835125894516,0.11809539568684155,0.8386115166436989,True
2020-03-14,Crypto_Volatility,Stable_Volatility,-0.6173193872562067,-1.0059381644168592,-0.1933269828700807,True
2020-03-15,Crypto_Volatility,Stable_Volatility,-0.506313814878833,-1.4121787085519117,0.5529516022089039,False
2020-03-16,Crypto_Volatility,Stable_Volatility,-0.5072501994494901,-1.3952007845720904,0.32467317418443914,False
2020-03-17,Crypto_Volatility,Stable_Volatility,-1.2253851323631348,-1.8703758299885536,-0.5260369627271497,True
2020-03-18,Crypto_Volatility,Stable_Volatility,-0.6947641915149423,-1.9690181338116588,0.553263303047483,False
2020-03-19,Crypto_Volatility,Stable_Volatility,0.6744358782448936,-0.12194759661291646,1.60282745444426,False
2020-03-20,Crypto_Volatility,Stable_Volatility,1.107858620629479,-0.13515440852989916,2.6239549000468365,False
2020-03-21,Crypto_Volatility,Stable_Volatility,-0.44066114640939363,-1.3439240868417164,0.49708498409334806,False
2020-03-22,Crypto_Volatility,Stable_Volatility,-0.431841415815586,-2.3315147652919808,1.4565735311199786,False
2020-03-23,Crypto_Volatility,Stable_Volatility,-0.0661499041347214,-1.0278094868341503,1.079845098752846,False
2020-03-24,Crypto_Volatility,Stable_Volatility,-1.6929514205873883,-5.036574627283578,1.2474749989703298,False
2020-03-25,Crypto_Volatility,Stable_Volatility,0.18729716949406508,-0.6413149618854039,1.0106319265386972,False
2020-03-26,Crypto_Volatility,Stable_Volatility,0.5124004885531406,-0.668594439343705,1.3218752330562662,False
2020-03-27,Crypto_Volatility,Stable_Volatility,-0.6799021185616941,-2.0822597295078293,0.6471361170982772,False
2020-03-28,Crypto_Volatility,Stable_Volatility,-0.2728466193136198,-3.585447735453161,3.3467716763401114,False
2020-03-29,Crypto_Volatility,Stable_Volatility,1.2336455054975048,-0.7547639363335465,3.254275537356092,False
2020-03-30,Crypto_Volatility,Stable_Volatility,0.803926409154748,-2.527372482829141,3.6319716968296336,False
2020-03-31,Crypto_Volatility,Stable_Volatility,-2.4047779245090686,-4.620947394924888,0.1464857727755507,False
2020-04-01,Crypto_Volatility,Stable_Volatility,-0.4078781219568628,-1.5207933899082282,0.5130004543974864,False
2020-04-02,Crypto_Volatility,Stable_Volatility,-1.2139462347971375,-2.770700008363632,0.28800517020954863,False
2020-04-03,Crypto_Volatility,Stable_Volatility,-0.6786668620282597,-1.1677802049131225,-0.0973361059617596,True
2020-04-04,Crypto_Volatility,Stable_Volatility,1.0767699233023318,-2.56598445353438,4.35207792237221,False
2020-04-05,Crypto_Volatility,Stable_Volatility,-0.007348526478451027,-0.3848209906946647,0.47118353466947915,False
2020-04-06,Crypto_Volatility,Stable_Volatility,-0.49832263245339076,-1.3346352057024427,0.41594494374139607,False
2020-04-07,Crypto_Volatility,Stable_Volatility,0.8952817207792543,-0.06477126675949167,2.0582254598409024,False
2020-04-08,Crypto_Volatility,Stable_Volatility,-0.40331534992219076,-0.9809165957660634,0.2949872158904201,False
2020-04-09,Crypto_Volatility,Stable_Volatility,0.518327130218204,-1.395094253986845,2.654864099983845,False
2020-04-10,Crypto_Volatility,Stable_Volatility,-0.5309191278279846,-1.218051350608425,0.2370096330641067,False
2020-04-11,Crypto_Volatility,Stable_Volatility,-0.6129973479289283,-1.7204173893630603,0.5160178111274982,False
2020-04-12,Crypto_Volatility,Stable_Volatility,-0.21504511048091057,-3.315302748927248,2.4264942478087876,False
2020-04-13,Crypto_Volatility,Stable_Volatility,-1.9116788841642849,-3.3809880721670007,-0.2363805036608056,True
2020-04-14,Crypto_Volatility,Stable_Volatility,-1.6420684394054308,-2.4222819952910783,-0.8303049762453305,True
2020-04-15,Crypto_Volatility,Stable_Volatility,-0.907635849264188,-2.536991492627214,0.31249685450632847,False
2020-04-16,Crypto_Volatility,Stable_Volatility,-1.691288657956583,-3.3142664201150733,-0.014678869676834997,True
2020-04-17,Crypto_Volatility,Stable_Volatility,-1.1192230948273993,-1.5740236007461026,-0.6460424143656485,True
2020-04-18,Crypto_Volatility,Stable_Volatility,-0.6607761900107103,-1.9549810525813966,0.9619754905226675,False
2020-04-19,Crypto_Volatility,Stable_Volatility,0.05798164124105625,-0.9776656640332746,1.0661009209915493,False
2020-04-20,Crypto_Volatility,Stable_Volatility,0.6259972730441743,-1.3675466200039832,2.4066354372669396,False
2020-04-21,Crypto_Volatility,Stable_Volatility,-0.8161395962047098,-1.782476638496635,0.3088806871984776,False
2020-04-22,Crypto_Volatility,Stable_Volatility,0.1663487585934394,-2.7707023713992194,3.448536091867851,False
2020-04-23,Crypto_Volatility,Stable_Volatility,-1.2517374810821895,-2.368673723040225,-0.2351006328430123,True
2020-04-24,Crypto_Volatility,Stable_Volatility,-0.034871303911783544,-0.675429597308997,0.6986807547292787,False
2020-04-25,Crypto_Volatility,Stable_Volatility,-0.2748238471145067,-3.275723292405697,2.5107511870919645,False
2020-04-26,Crypto_Volatility,Stable_Volatility,-0.33187040272055673,-1.163854812837056,0.5284944383371049,False
2020-04-27,Crypto_Volatility,Stable_Volatility,2.3551784479635445,-0.18704859113342942,4.645229926583843,False
2020-04-28,Crypto_Volatility,Stable_Volatility,-0.1934250146780193,-1.4112931995401197,1.0130649228700639,False
2020-04-29,Crypto_Volatility,Stable_Volatility,-1.7125581813652309,-4.673890748881478,1.7927250230867229,False
2020-04-30,Crypto_Volatility,Stable_Volatility,0.39813477095728744,-0.25180376246412084,1.0864878721449722,False
2020-05-01,Crypto_Volatility,Stable_Volatility,-0.3464429500978735,-0.8154541682088828,0.0183512146948493,False
2020-05-02,Crypto_Volatility,Stable_Volatility,1.9535249334210314,-0.2550090383291936,4.186745750700405,False
2020-05-03,Crypto_Volatility,Stable_Volatility,-0.36253411924347534,-0.7292600419086169,0.005252863335436286,False
2020-05-04,Crypto_Volatility,Stable_Volatility,-0.22701932674113418,-3.799124880275578,3.372729368292239,False
2020-05-05,Crypto_Volatility,Stable_Volatility,-0.09181365598815265,-0.737278942176635,0.45916605964429896,False
2020-05-06,Crypto_Volatility,Stable_Volatility,0.852157545035798,-1.6804172966124629,3.0650284207374536,False
2020-05-07,Crypto_Volatility,Stable_Volatility,-0.6040883600782303,-1.8627794240336186,0.7408403076064897,False
2020-05-08,Crypto_Volatility,Stable_Volatility,-0.9697171228538309,-2.8710708935633065,1.3065694284476288,False
2020-05-09,Crypto_Volatility,Stable_Volatility,-0.33869396980840355,-2.9959805477160173,2.70250116030495,False
2020-05-10,Crypto_Volatility,Stable_Volatility,-1.1337010020849783,-2.771895437242498,0.3724456240122164,False
2020-05-11,Crypto_Volatility,Stable_Volatility,0.3028862530182684,-0.25336714882727873,1.0326220959248333,False
2020-05-12,Crypto_Volatility,Stable_Volatility,-1.1159171879786547,-1.7233035531061511,-0.2854498386103109,True
