date,Actual,VaR_Benchmark,VaR_Challenger
2024-04-11,0.05834323805489315,-0.764048577201105,-0.8197987499528743
2024-04-12,0.01445987776916408,-0.6722184132738696,-0.7308114417691858
2024-04-13,0.9732776821721907,-0.6219776992854215,-0.6849774828256419
2024-04-14,0.3201394974883508,-1.2213196634091013,-1.1735843582133978
2024-04-15,-0.8979808616171954,-0.9261439363280608,-0.9198861732241563
2024-04-16,-0.34748091186709484,-1.135895102425635,-1.1721374407283358
2024-04-17,0.09975870334314255,-0.9156524465024531,-0.9157921545970282
2024-04-18,0.03144510783474055,-0.7478072241193192,-0.7516471706272541
2024-04-19,-0.03387644377334382,-0.6608763436266516,-0.7957408523918749
2024-04-20,0.43013322776104584,-0.6595603448701735,-0.803121955036485
2024-04-21,0.11745389442208325,-0.8371586661635543,-0.9202037684078133
2024-04-22,-0.422673038307136,-0.7471824896299228,-0.7953481401934659
2024-04-23,-1.2299226209056868,-0.8581561452054651,-0.8360138249052936
2024-04-24,-1.5309667091068275,-1.3493712541614251,-1.379124179029346
2024-04-25,-0.16809816757599377,-1.4704551254339424,-1.459000381093035
2024-04-26,-0.08678105652611799,-0.9399928744517512,-0.9330568115529984
2024-04-27,-0.41120258697306367,-0.7712410409451808,-0.7491629951144274
2024-04-28,-0.29363481381905826,-0.8591390797996904,-0.8544919276332078
2024-04-29,-0.08883895480987755,-0.8322286414476491,-0.8509217503133557
2024-04-30,-0.1494782396558363,-0.7369175637150738,-0.7329070607189185
2024-05-01,-0.8426432476500803,-0.729692981915333,-0.701689513812231
2024-05-02,0.32040390073980535,-1.114542036483092,-1.1390217958752173
2024-05-03,0.3678045413239962,-0.8990508462327784,-0.9696402518163916
2024-05-04,0.16755705138239202,-0.8620751386170002,-0.8699483588007837
2024-05-05,0.09579704037963535,-0.7614513379523328,-0.8015857471260895
2024-05-06,0.054520752808992885,-0.696580129962754,-0.7360538181493126
2024-05-07,-0.46802114553358176,-0.6811111947680271,-0.6899452608399698
2024-05-08,-0.8349208507560189,-0.8784099687991003,-0.8799586773418775
2024-05-09,-0.014308603196969924,-1.104553481962664,-1.1288553992235264
2024-05-10,0.20846335629818818,-0.8000910737395223,-0.796054421842483
2024-05-11,0.10510539148490922,-0.777792520899588,-0.7888982272101983
2024-05-12,-0.3701250655630899,-0.7013971624016675,-0.7364647871625863
2024-05-13,-1.6394599837996757,-0.8280316144257399,-0.9128476274550791
2024-05-14,-0.8527581874339898,-1.7019748678397122,-1.8757665324410113
2024-05-15,0.21756515498435458,-1.200105499130383,-1.143781951985989
2024-05-16,-0.39497711987532047,-0.8947702259184599,-0.8298899700644271
2024-05-17,-0.8611430041074057,-0.8798324138349553,-0.9100204966084585
2024-05-18,-0.6838157254141177,-1.1425753975954964,-1.114034237220894
2024-05-19,-0.0914816267205491,-1.063121881153678,-1.0856095795164227
2024-05-20,-0.2115628346353815,-0.8139029101348079,-0.8068463885098331
2024-05-21,-0.23945247351698984,-0.786890779721282,-0.6114807312619058
2024-05-22,1.1973909134910807,-0.7914114727095966,-0.8656923460751692
2024-05-23,0.15068406749923896,-1.3674274575418954,-1.3764431468705838
2024-05-24,-0.05926288281623495,-0.9092128773824162,-0.9228652094010527
2024-05-25,0.03192809128682157,-0.7576523713877655,-0.7793295340588176
2024-05-26,0.38897043461825986,-0.6919263380551748,-0.7100541626351333
2024-05-27,0.07091011416671203,-0.8402500574984441,-0.8540376992644222
2024-05-28,0.004381798141251917,-0.7358047440364102,-0.7517514977157067
2024-05-29,0.18444144862469034,-0.670792163643652,-0.6845830701524143
2024-05-30,0.07008919814970474,-0.7270970751583203,-0.7141448287864789
2024-05-31,0.24086318785806676,-0.6928728302466242,-0.7419781840612205
2024-06-01,-1.3277717947325887,-0.7411040811960312,-0.816530849535078
2024-06-02,-0.532996251997199,-1.4824656287997646,-1.436297920788049
2024-06-03,0.043923883416921584,-1.0590831067058664,-1.1125648275466544
2024-06-04,0.3801893665470936,-0.7761975424813006,-0.8002553802371288
2024-06-05,-0.3034690816685259,-0.8578402561931584,-0.7778223473394916
2024-06-06,0.023684669335866305,-0.8375792977349831,-0.8837528719151979
2024-06-07,-0.4351045033880801,-0.6933522875501121,-0.726140045313108
2024-06-08,-0.1528774640875429,-0.8682099924585487,-0.846665500322998
2024-06-09,-0.7329997286758977,-0.7783651966548111,-0.8021795380480434
2024-06-10,-0.5211558278930614,-1.0520914618422785,-1.0707274070415178
2024-06-11,0.1968583479667057,-0.9797507858505246,-0.9322677134081663
2024-06-12,0.0748862241647115,-0.8290983769885355,-0.7952487453288232
2024-06-13,-0.17377304414351427,-0.7467824174665214,-0.7269771942551301
2024-06-14,-1.0930048666462753,-0.7281471983683814,-0.7490422206366747
2024-06-15,-0.36907707577643656,-1.3006733400889765,-1.3715233006361442
2024-06-16,-0.27758173985633894,-0.9700072183873283,-0.9470151728055448
2024-06-17,-0.06566568771099904,-0.8645791621163882,-0.8777243193212209
2024-06-18,0.01741306953521943,-0.741718490619079,-0.7266061248108843
2024-06-19,-0.7628980242113986,-0.6933785847733713,-0.6770943303119936
2024-06-20,-0.24731467615658817,-1.0784614918648485,-1.4129531116489584
2024-06-21,-1.4332082919094897,-0.8803172094387245,-0.8588107982140514
2024-06-22,-0.46578424154288833,-1.5096048479599729,-1.5062765410432208
2024-06-23,-0.2682429437236937,-1.0517207082408015,-1.05914785230812
2024-06-24,-0.00899704480113236,-0.8820821493264998,-0.859396450674771
2024-06-25,-0.5595849783736562,-0.7347207033091044,-0.681200139479902
2024-06-26,-0.18660629470127427,-0.9521166415340582,-0.9772645275635526
2024-06-27,0.46506904394645765,-0.825175696504502,-0.8341657400336892
2024-06-28,-0.4870029360145433,-0.923981281227245,-0.9170705075750493
2024-06-29,-0.31002219251349483,-0.9447215285979325,-0.9361754454355554
2024-06-30,-0.8973838027971951,-0.8727653205609023,-0.8762200921366052
2024-07-01,-0.42722064169521495,-1.1533406895062195,-1.1244268937064397
2024-07-02,-0.05196586845530735,-0.9679141989399896,-0.9727377399231181
2024-07-03,0.2904031812250175,-0.7823434716845543,-0.7773065135577976
2024-07-04,-1.2236235350613178,-0.8324205560678424,-0.7878548836251434
2024-07-05,1.8872922353966273,-1.3785897481841511,-1.2919906058864903
2024-07-06,0.8563419848232572,-1.6401114604648084,-1.5527106812115365
2024-07-07,1.4018699539234774,-1.2083414014761595,-1.1457219956649933
2024-07-08,1.0822849654980389,-1.4202622091814456,-1.3418728560931392
2024-07-09,2.7491121663948515,-1.2710946967372594,-1.2276948345184253
2024-07-10,-0.013345500579197382,-2.2863611283632657,-2.2666119848365343
2024-07-11,-0.008552620421826347,-1.1007141156051774,-1.1222900352436336
2024-07-12,0.26280666957800236,-0.8074686025096902,-0.8478772180533948
2024-07-13,0.05031896605446239,-0.8254718325652535,-0.8375182592311843
2024-07-14,0.7869922479729937,-0.7388182046275676,-0.721072900803649
2024-07-15,0.7459163332074444,-1.1079830985012455,-1.0750796482731864
2024-07-16,0.5511346249894999,-1.0989191339922626,-1.0072098970535877
2024-07-17,0.25886423759920246,-1.0143702085380248,-0.9651457926556303
2024-07-18,-0.10770238417080086,-0.8782634987898654,-0.8575270911444027
2024-07-19,0.26584309632587444,-0.7726368351161192,-0.7638055666913205
2024-07-20,0.02921849365637198,-0.8151244062426813,-0.7977482714502646
2024-07-21,-0.13332152565679628,-0.7136207001998245,-0.7206515586008841
2024-07-22,0.62295584648005,-0.7238523082887038,-0.7297948147643711
2024-07-23,0.22970569502873928,-0.9897983906023274,-0.991627690410779
2024-07-24,0.14906951243202154,-0.8496539862278483,-0.8597359281580996
2024-07-25,0.5113007152935715,-0.7850606862772315,-0.7938021486240926
2024-07-26,0.21539766311634204,-0.92832393221725,-0.9310962998721881
2024-07-27,0.08292864817462002,-0.8098295622236757,-0.8228286693203978
2024-07-28,0.3884558742433243,-0.7396960994621975,-0.7514299466913462
2024-07-29,0.0921797885405793,-0.85566944379242,-0.8760469527447371
2024-07-30,0.11969713594003206,-0.7531884537485686,-0.7641935690396138
2024-07-31,0.1025663850817455,-0.7301964722778841,-0.747337456226366
2024-08-01,0.23336351376320374,-0.7136736439475723,-0.7220444206323324
2024-08-02,-0.26169813021748045,-0.7680839411634289,-0.7553946878271405
2024-08-03,0.12992375823764565,-0.7984488061259202,-0.7544280509483083
2024-08-04,-0.4471156157142432,-0.7483567227397951,-0.8203522894853955
2024-08-05,1.6847302744813284,-0.8867244395424929,-0.7838262587197244
2024-08-06,0.19754428003860153,-1.710456438670634,-1.6137120257658089
2024-08-07,0.023369043865835885,-1.0094575332225943,-1.0236406513854006
2024-08-08,-1.0701857505807453,-0.7752530435391559,-0.753543879794815
2024-08-09,0.09957453195871627,-1.277290776167013,-1.1407140816409627
2024-08-10,0.49495913644263406,-0.8889858734542923,-0.870425239716871
2024-08-11,-0.014957707395147147,-0.9300074815631472,-0.9352933327937768
2024-08-12,0.1766888803625231,-0.7515818265034321,-0.7509451089850826
2024-08-13,-0.45205766270946,-0.7555227887746687,-0.7603932184688761
2024-08-14,-0.28448577123180635,-0.8913994273350169,-0.9003379512709007
2024-08-15,0.6132918971280492,-0.8438209060799111,-0.8902317884981873
2024-08-16,0.5576949525685303,-0.9888364581124611,-1.0198192373292772
2024-08-17,0.12033716223989423,-0.9839650297083583,-1.006854961686657
2024-08-18,-0.21101805763484427,-0.8058318404891905,-0.822772099263328
2024-08-19,0.011337727357680462,-0.7880797685078701,-0.804183951359255
2024-08-20,0.03057120394885002,-0.6985677300307213,-0.6970943958936775
2024-08-21,0.19073820378609527,-0.6719629422874537,-0.6772220180716911
2024-08-22,0.24201207790433596,-0.7350911011638321,-0.7430072654293429
2024-08-23,0.09336325012454963,-0.7785470971817797,-0.7897856551976256
2024-08-24,-0.4053474183060049,-0.7253897103921045,-0.7253982447911798
2024-08-25,-0.1041859187093028,-0.855360612344795,-0.879582605977675
2024-08-26,-0.16512569399989532,-0.7435925230277671,-0.7692481590414364
2024-08-27,8.425842361622784,-0.7510989908376895,-0.7410715423612677
2024-08-28,2.2655561463686205,-99.72144215464021,-93.466905988699
2024-08-29,-0.09767096431025021,-5.038482612849763,-4.838796958173796
2024-08-30,-0.022961133809365517,-1.4434204041770986,-1.4204767591671565
2024-08-31,-0.24574057149281944,-0.8684710723978764,-0.8792331274740876
2024-09-01,0.38475772167610617,-0.8262451786059939,-0.8299850669748999
2024-09-02,0.9056875215268491,-0.8722952775469557,-0.9151425345953141
2024-09-03,0.08074230286420728,-1.1349755927473757,-1.1469556818355546
2024-09-04,-2.151209363537187,-0.8350726873814861,-0.8806833698136569
2024-09-05,-0.03252876956580553,-2.1332488611843146,-2.1329353217424964
2024-09-06,-0.34981082231174415,-1.049388356757744,-1.044425193502207
2024-09-07,0.06645264194994324,-0.9087153987267899,-0.9648891631851474
2024-09-08,-0.005754803657523242,-0.7694183372520574,-0.996466073814066
2024-09-09,0.2997794485093886,-0.7004499028729395,-0.8119127156047741
2024-09-10,-0.029928778726480348,-0.8058770409731382,-0.8266096484356816
2024-09-11,-0.035867979044624576,-0.7217052668934354,-0.780978355948345
2024-09-12,0.07326475196922252,-0.6940359830726026,-0.7212026342504401
2024-09-13,0.037067479456837624,-0.698967744160681,-0.7011275412148923
2024-09-14,-0.07382102203427762,-0.6842097979856966,-0.675851984359216
2024-09-15,-0.737966522666294,-0.6934613090781533,-0.7070467410377748
2024-09-16,-0.17274232099141312,-1.0444021483520083,-1.0273039776361812
2024-09-17,0.10605125356315326,-0.8423734777165294,-0.8490743165416703
2024-09-18,0.1235811443868043,-0.7609290548900746,-0.7611465941611061
2024-09-19,-0.16488188522763325,-0.7414867966570564,-0.7827398363285756
2024-09-20,0.0661598229154089,-0.7520202256441177,-0.7338147537518641
2024-09-21,0.014103265918414381,-0.7143542804985011,-0.7187901133003745
2024-09-22,0.09598637990891812,-0.6794470098550582,-0.677908030385607
2024-09-23,-0.0015349591416069874,-0.6997345413437408,-0.7461421455663537
2024-09-24,0.35430472595520324,-0.6668004392861981,-0.6843792974072875
2024-09-25,0.35221066895884345,-0.8166289027489501,-0.826208120042529
2024-09-26,-1.9573650835260952,-0.8494071436769053,-0.8678547425283775
2024-09-27,-7.489552442122546,-1.8980231887769943,-1.9280953915382026
2024-09-28,-0.18146703417878032,-5.395670133749373,-5.178530469099207
2024-09-29,-0.028999103795541128,-1.5044256901051298,-1.4807059246757517
2024-09-30,0.10588435099942319,-0.9010964188975347,-0.8924591957335596
2024-10-01,-0.3977213173517908,-0.7739035325800117,-0.7307529889771416
2024-10-02,-1.5647148153013768,-0.8670421945890993,-0.8727757955024174
2024-10-03,-0.07691532562490477,-1.5715297755350506,-1.5456872537780262
2024-10-04,-0.1026189471472459,-0.9289304486502663,-0.956455276707212
2024-10-05,0.45011372306109965,-0.7857356065730492,-0.7700027194917055
2024-10-06,-0.7163906425777087,-0.8903150058058861,-0.920634774067924
2024-10-07,0.23594943840850194,-1.0381797445239451,-1.0887512132808568
2024-10-08,-0.1362217387028614,-0.8625743146785269,-0.8918523597989236
2024-10-09,0.034370997257707245,-0.7788072847451972,-0.7876572715924401
2024-10-10,0.27866709692107,-0.7147208494556043,-0.7421092215737476
2024-10-11,0.6076812773346145,-0.8001242017730615,-0.8198817260572921
2024-10-12,0.545403954456767,-0.9771904963382829,-0.9740068632296204
2024-10-13,-0.08591549442157727,-0.9673079100292861,-0.9798683521534953
2024-10-14,0.07800407049036989,-0.7884731474527551,-0.8234047490238948
2024-10-15,0.06759122620300241,-0.7328559024564284,-0.689536985214147
2024-10-16,0.17705724994961888,-0.7102286954229313,-0.7156426595078909
2024-10-17,-0.05584900291244932,-0.7500817537019211,-0.7774102153821304
2024-10-18,0.18149518688002453,-0.6911801829464269,-0.72916692219541
2024-10-19,0.01817697845545562,-0.7503678951090474,-0.7692970385180549
2024-10-20,-0.21575153249436085,-0.6929518079231825,-0.7314564429161777
2024-10-21,0.11126458759253044,-0.7610636019037084,-0.7547200115197126
2024-10-22,-0.1353607115412504,-0.7342216571967264,-0.7465889674212968
2024-10-23,-0.3769856678745367,-0.7357281788942902,-0.7339083098993451
2024-10-24,-0.5328144902002954,-0.8475353785419424,-0.8503162924294682
2024-10-25,0.010636211281056357,-0.9408048723569256,-0.9369809834133478
2024-10-26,-0.7040034179334371,-0.7528096998070241,-0.7321473808512853
2024-10-27,0.12298333301848835,-1.0396401078246658,-1.0463316285498196
2024-10-28,0.6050041043871177,-0.8242739118663672,-0.8372377518090394
2024-10-29,0.3259801606969712,-0.9749657753923058,-0.974731624182144
2024-10-30,1.3649263378302186,-0.8794678346973063,-0.8662573285273898
2024-10-31,1.119340455615688,-1.4152086835660231,-1.4574996123537514
2024-11-01,-0.3237591008496313,-1.2301870024530157,-1.259175803595066
2024-11-02,0.008528972526489759,-0.9298716421795341,-0.998515450752241
2024-11-03,-0.17987197420994744,-0.7489907494506252,-0.7882773869897657
2024-11-04,0.45596999501297253,-0.7612985698810057,-0.7823595091478305
2024-11-05,2.5198525144484356,-0.8933526368082643,-0.8987356056694371
2024-11-06,0.5569293390091675,-2.453102255105023,-2.381561048335207
2024-11-07,0.4342489067194461,-1.1861799912851845,-0.9820104846663062
2024-11-08,0.1018900870433145,-0.9577085636419155,-0.880599446817022
2024-11-09,-0.10371833890959593,-0.7897011868332369,-0.7843625449498222
2024-11-10,-0.18792240200057095,-0.7420059541261674,-0.7043565139333213
2024-11-11,1.4210678402098949,-0.7637650542970134,-0.7593933618367444
2024-11-12,1.1728549453351018,-1.5289557334180641,-1.3928198693617861
2024-11-13,3.205182148164999,-1.2459755078128951,-1.1160940661631247
2024-11-14,0.8077065342381868,-2.5083796500743496,-2.4866281047729037
2024-11-15,0.06393107065829816,-1.244449448447643,-1.2029986447382979
2024-11-16,0.38845463645551004,-0.8466833083580318,-0.8040342322547518
2024-11-17,0.032684368473988,-0.8750802245918698,-0.8169301412758939
2024-11-18,0.2566526300476191,-0.7382983666108197,-0.7315045331084719
2024-11-19,-0.062191468001936985,-0.7912064887304165,-0.7872976868730232
2024-11-20,-0.08377600245208733,-0.7243678887560223,-0.7340088568379904
2024-11-21,-0.1165801532106017,-0.7115473685161128,-0.71905710975479
2024-11-22,0.2480037342009656,-0.7212258114886773,-0.6782331216010637
2024-11-23,0.007264941160954449,-0.7811112485433857,-0.7574642877122288
2024-11-24,-0.10243045603119744,-0.6962304865238796,-0.6922524278823677
2024-11-25,0.3999209555572191,-0.708729670193428,-0.7324107876977377
2024-11-26,0.2194089804819453,-0.8515215858634054,-0.8506894698687743
2024-11-27,0.07252770359265563,-0.7997229471849476,-0.7912908077558205
2024-11-28,-0.052851134066167,-0.7258030733966724,-0.6827614064158594
2024-11-29,-0.645720541624594,-0.6957458762831026,-0.7242345550572323
2024-11-30,-1.1401832385109425,-0.9917116245376884,-0.9766349452022195
2024-12-01,-0.5366643796747192,-1.2493107113802038,-1.2638677943742695
2024-12-02,0.2944892091474895,-0.9990700504811474,-0.9819109761255325
2024-12-03,0.1456572997825047,-0.8648295106731152,-0.8521964300575391
2024-12-04,0.046201876583781915,-0.7751634593087674,-0.6915994488079271
2024-12-05,-0.21529354148509372,-0.708872396547627,-0.701089975474222
2024-12-06,0.0714679172224213,-0.7641450580877125,-0.7720666857882608
2024-12-07,-0.1312950974821491,-0.7149475209481524,-0.791971667798145
2024-12-08,-0.05796574338662256,-0.7265241638551537,-0.7138696262753214
2024-12-09,0.18981226842405474,-0.6980678689635709,-0.6911240049356427
2024-12-10,0.19877169667390365,-0.7450451987561081,-0.7092704572268321
2024-12-11,-0.44747235353539666,-0.7617445243161983,-0.7617797927220529
2024-12-12,-0.5909802451395614,-0.8861610089014307,-0.9318580924394743
2024-12-13,-3.4150978088304282,-0.9717228119956952,-0.9655625888339701
2024-12-14,-1.9195705475249425,-3.457077711262216,-3.462605638152003
2024-12-15,-0.15723156305954278,-1.5487381410512067,-1.5474594506097477
2024-12-16,-1.2112173155734511,-0.9332201405641964,-0.9333403675582834
2024-12-17,-0.19572087534396565,-1.3061125214986697,-1.3150178014716998
2024-12-18,0.0895517139091571,-0.9003141200556134,-0.8928697490894393
2024-12-19,0.021528365374990876,-0.7641605622576346,-0.7268098416180793
2024-12-20,0.989321218116752,-0.6725020008012174,-0.6897432152149192
2024-12-21,-0.0239217118895137,-1.230035243133127,-1.2233297099869933
2024-12-22,0.027800056915883945,-0.8309389464687574,-0.8747466398788332
2024-12-23,0.558916187447459,-0.719800609409947,-0.7492399336211973
2024-12-24,-0.27583444617246944,-0.9402089131545576,-0.9331535906222468
2024-12-25,-0.5836482500032493,-0.8458642776207558,-0.8399327676608962
2024-12-26,-0.592082113467728,-0.9655898962767157,-0.9969784193272927
2024-12-27,-0.5012175155123769,-0.9823653658065277,-0.9565700425927955
2024-12-28,-0.1720984813540741,-0.9461005370573833,-1.0092500567696785
2024-12-29,-0.03987755543098499,-0.8089292145240307,-0.785877284307403
2024-12-30,-0.11152341804218671,-0.7197976876419778,-0.7277605158405535
2024-12-31,-0.17902903643802834,-0.7208508129456784,-0.7275031218019883
2025-01-01,-0.6805302670397427,-0.7509343139681826,-0.771050346433152
