date,mu,var,VaR_95,actual
2024-01-01,-0.016939369608515022,7.697715388284285,-1.261374220895446,0.3406005810424759
2024-01-02,-0.018008387659937286,7.717638550745142,-1.2640526162024641,0.025432898442305833
2024-01-03,-0.015225161114806152,7.670781027246401,-1.2574809613955638,1.4038560833749152
2024-01-04,-0.002407660322364021,8.083261554068484,-1.2776260188896316,-0.2039798809222558
2024-01-05,-0.005225273144336092,7.697179072275268,-1.249616772480524,-0.1547310826366795
2024-01-06,-0.00892044113569959,8.199004687982068,-1.293236189316426,-0.4989856251667633
2024-01-07,-0.011258210349723484,7.729756568040984,-1.2582803068519608,-0.29333763559079945
2024-01-08,-0.02082293985978862,8.190364440149711,-1.3044617929890419,1.618047025085763
2024-01-09,0.012288160002649668,8.225276168759608,-1.2740835628130431,0.09157973306751764
2024-01-10,0.006835549270536229,8.205798935289403,-1.2780122239770029,0.03329132896490961
2024-01-11,0.0021704868626230317,8.185496468470454,-1.2810868419527919,-0.10623667199969294
2024-01-12,0.017977000477496365,7.651607814927331,-1.2227253115624444,1.643341626815944
2024-01-13,0.024998654360191927,8.20064019979353,-1.259445183077839,0.037132097501532235
2024-01-14,0.04895295050026877,8.180229043229613,-1.2338914192563493,-0.22026270732559333
2024-01-15,0.012751671305257763,8.168493510809741,-1.2691721701266039,0.5514208845002764
2024-01-16,-0.013967182359484881,8.174471745797524,-1.2963600356278198,0.00047886652550994615
2024-01-17,-0.029141179768533334,8.154435162877885,-1.3099614216140578,-0.004574164597502688
2024-01-18,-0.04486074201396133,7.624597431568416,-1.283371261698285,0.10910243692825297
2024-01-19,-0.09009851105607328,8.117007190346035,-1.3679759642669833,-0.28495692925242816
2024-01-20,-0.056413159674178225,8.103644069181405,-1.333238282524769,-0.24845634289287738
2024-01-21,-0.06946412299605358,7.593054057473737,-1.305410094784595,-0.22107358094957122
2024-01-22,-0.07965674687286275,8.073726895209386,-1.3541227877991657,1.3675948098086361
2024-01-23,-0.039385486631203816,8.060333274685462,-1.3127939738449539,0.045314458868830156
2024-01-24,0.010277630902886315,8.08487889897145,-1.2650682976956524,-0.2799498358339365
2024-01-25,-0.016166529826164254,8.074872856862529,-1.2907230145712887,-2.090644429806014
2024-01-26,-0.015477707710662602,8.110213952574904,-1.2928203071781499,-1.3350988812881277
2024-01-27,-0.026515592309752437,8.017448985105327,-1.2965320331772934,-0.030877532877150022
2024-01-28,-0.023538718080403385,7.610120967759998,-1.260872928319409,-0.3806887273573897
2024-01-29,0.024405262737666224,8.114675557722391,-1.2532886353996204,0.32827907588570926
2024-01-30,-0.010009640047002364,8.106562186987876,-1.2870646342202554,0.21094357706806946
2024-01-31,-0.038402178964419095,8.093086770016933,-1.3143953169776588,-0.24663779389597537
2024-02-01,-0.010437255234400884,8.079736326726506,-1.2853775610591707,-0.04666956761980528
2024-02-02,0.004357271738506937,8.060802852352163,-1.2690883250316718,-1.7942824597133988
2024-02-03,-0.022934843732135664,8.094311631470417,-1.2990245367316655,-0.42190533699093535
2024-02-04,-0.03215702762526225,7.623539507902042,-1.2705816238150969,0.018702592683989713
2024-02-05,-0.03087264875695697,8.072562410970207,-1.3052467774127707,-0.26819973589428414
2024-02-06,-0.0290035408178711,8.06082639026157,-1.302450979768149,-0.01948902066156238
2024-02-07,-0.02673366222547667,3.5982830006673483,-1.2423673928575052,-1.309368000316325
2024-02-08,-0.027443008634164476,7.939246939615976,-1.2912504135453495,0.3434245978194569
