N,Exceptions,Exception_Rate,LR_POF_stat,p_value_POF,Model,Expected_Rate
367,29,0.07901907356948229,5.573325885797345,0.018236090764047863,Benchmark GARCH,0.05
367,28,0.07629427792915532,4.633789815484903,0.031348245713766376,GARCH-X MA(30),0.05
