date,mu,var,VaR_95,actual
2024-01-01,-0.014262549072025964,2.749386242208448,-0.7727066854362652,0.32536137491589834
2024-01-02,0.0023095253150489554,3.291118493244444,-0.8274642715734002,-0.02198654821315293
2024-01-03,-0.008081369789006776,2.4709769878825583,-0.7268952236990616,0.19383467802076315
2024-01-04,0.038707092356047,2.6991039160396784,-0.7125462567341987,-1.0358721752739413
2024-01-05,-0.016752337732422268,7.688792605583781,-1.2861681896859216,-0.19187574735804558
2024-01-06,-0.01509630062942013,4.015385919167847,-0.9322728962616669,0.5477409571197038
2024-01-07,-0.026156659657126796,4.530354796415799,-1.0001993889041705,0.1167860927119184
2024-01-08,-0.019275587272268628,3.179927353652258,-0.835495496568725,-0.02449418907612971
2024-01-09,0.04448921585960394,2.3877007829524204,-0.662644784385484,0.5054758187041875
2024-01-10,-0.005050148254106965,3.6779615380088173,-0.8819962939345511,3.5916419665286465
2024-01-11,-0.0066516908686449355,91.16306064288206,-4.369531595297991,1.7381364902654273
2024-01-12,-0.011378933498774516,15.645701618779517,-1.8193077321513924,0.3194567987952283
2024-01-13,0.047363530903381294,5.717126362025842,-1.045982596499201,-0.010220422906809632
2024-01-14,-0.006672697775913145,3.2257892892753772,-0.8277876279852675,0.24348455596759372
2024-01-15,-0.015204006476235985,3.1314131339461193,-0.8243671025136374,-0.0867443813815243
2024-01-16,0.01074133556261213,2.5524298320944623,-0.7196908922049396,0.06865821175247394
2024-01-17,-0.007781561396475977,2.3064133271715965,-0.702205597853925,0.057988079750200185
2024-01-18,-0.00795051700864769,2.2291260490697344,-0.6907269506212981,0.27633296101866517
2024-01-19,-0.003909446884388717,2.9180441050972483,-0.7851652196183743,0.2861439870343886
2024-01-20,-0.01694845840310063,3.1628140466413788,-0.8303892456501653,0.28115733880066335
2024-01-21,-0.014150165626335028,3.256453793184019,-0.8387825894376773,-0.2192037940360913
2024-01-22,-0.013311755038493599,2.979064688764723,-0.8018882849938022,1.8185094101353698
2024-01-23,0.04135775004199841,17.735826329089555,-1.8803277656901807,1.0633991902182913
2024-01-24,-0.0032927940026304626,8.16826820130085,-1.3078118521568922,-0.1118281467065527
2024-01-25,-0.01425479446856832,3.8680624005921045,-0.9118161341312441,0.02568804201513339
2024-01-26,-0.07548780329195474,2.680993347049442,-0.8227835298638256,0.020476630396172795
2024-01-27,-0.0493534359249645,2.4539861196482224,-0.7643052597038755,-0.03557046806475918
2024-01-28,-0.005457303915833233,2.139056668734663,-0.6729044062643307,0.18956599195289525
2024-01-29,-0.016905306474655865,2.565773181502476,-0.7479971482403722,0.020743011497052082
2024-01-30,0.007064307240188632,2.2364531161010093,-0.6753497411923639,0.11737882852636128
2024-01-31,0.003528377991765378,2.3170512747035388,-0.6910317497871108,-0.07566842074676186
2024-02-01,-0.005036822829831833,2.1485069418698415,-0.6701875199666062,0.17775457171596448
2024-02-02,-0.004617727792048367,2.5687047447359426,-0.7357677741510682,-0.08146017782509055
2024-02-03,-0.06242224691167503,2.3332650650280358,-0.7591081995923961,-0.37918931895932567
2024-02-04,-0.017687029919962956,3.0515849714774714,-0.8145425762237293,0.03113433035696877
2024-02-05,-0.002977139585568577,2.422249230533454,-0.7130560797855131,0.014813478719973976
2024-02-06,-0.012565929943710348,2.110850495506841,-0.675405722831709,0.2905658927219074
2024-02-07,-0.003419758842502908,2.916378369249098,-0.7822421860027337,-0.06494074382524748
2024-02-08,-0.0465764343279026,2.4038998971663523,-0.7534326614063236,-0.0034868469024235634
2024-02-09,0.00902808134370579,2.164299727773962,-0.6617365403372544,-0.6380657624999682
2024-02-10,-0.07790554124979472,4.609501842934173,-1.0579518837837762,-1.3269676395553864
2024-02-11,-0.006312062269237488,8.55124251377924,-1.341834106465026,-0.1327679544317174
2024-02-12,-0.11093855129734571,3.943766651711535,-1.0177806084818442,-0.06724771735386902
2024-02-13,0.03985092051223878,2.679797760343558,-0.7078170265780594,0.21903748595554157
2024-02-14,-0.0256122616610404,2.675572236965847,-0.7727083565704082,0.4591508048802617
2024-02-15,-0.0019793629837699424,3.8519176659556154,-0.8980741286451068,0.7062345918768688
2024-02-16,0.046327109765532164,5.1433391331921285,-0.9887947625066739,0.4359188318444549
2024-02-17,-0.01028687116242279,4.041748446944479,-0.9279676748183098,-0.1890912043559969
2024-02-18,-0.019336222695490027,3.091433413709448,-0.8216820475985597,-0.36868796323398323
2024-02-19,0.00412137903291733,3.4044354300562945,-0.8379120086275978,0.10918627733791014
2024-02-20,-0.0010863625410207404,2.692044826645916,-0.7501773134051384,-0.20136415569629995
2024-02-21,0.001272740207017545,2.7545364461781223,-0.7563746323007517,-1.4584041874594043
2024-02-22,-0.05703696867769132,12.14116439278425,-1.6492286254931496,-1.219509445182682
