N,Exceptions,Exception_Rate,LR_POF_stat,p_value_POF,Model,Expected_Rate
367,29,0.07901907356948229,5.573325885797345,0.018236090764047863,Benchmark GARCH,0.05
367,30,0.08174386920980926,6.587758315615105,0.010268238912457317,GARCH-X MA(30),0.05
