N,Exceptions,Exception_Rate,LR_POF_stat,p_value_POF,Model,Expected_Rate
367,29,0.07901907356948229,5.573325885797345,0.018236090764047863,Benchmark GARCH,0.05
367,32,0.08719346049046321,8.832330377036783,0.0029594023639425426,GARCH-X MA(1),0.05
