date,Actual_Y,VaR_Benchmark,VaR_Challenger,Breach_Benchmark,Breach_Challenger
2024-01-01,0.3406005810424759,4.778013244731861,4.82216732691069,False,False
2024-01-02,0.025432898442305833,4.33372324685438,4.391398689480736,False,False
2024-01-03,1.4038560833749152,4.898919132607057,4.978008282012612,False,False
2024-01-04,-0.2039798809222558,4.834560579644444,4.911409835744909,False,False
2024-01-05,-0.1547310826366795,4.484069983019061,4.449668886071317,False,False
2024-01-06,-0.4989856251667633,4.69169726581593,4.655102800858438,False,False
2024-01-07,-0.29333763559079945,4.410927906003614,4.396242047605322,False,False
2024-01-08,1.618047025085763,105043170286.23293,105201962395.7895,False,False
2024-01-09,0.09157973306751764,4.863029372550819,4.871992138695191,False,False
2024-01-10,0.03329132896490961,4.5219364312516594,4.549595110531487,False,False
2024-01-11,-0.10623667199969294,4.728642291254896,4.851647610304641,False,False
2024-01-12,1.643341626815944,4.261850745842308,4.373459588428259,False,False
2024-01-13,0.037132097501532235,4.998595284399466,5.155360625443152,False,False
2024-01-14,-0.22026270732559333,4.674895617851321,4.835410419086738,False,False
2024-01-15,0.5514208845002764,4.381151189958014,4.540304938803127,False,False
2024-01-16,0.00047886652550994615,4.455523610852523,4.618553892096222,False,False
2024-01-17,-0.004574164597502688,4.296393724377157,4.451822787958093,False,False
2024-01-18,0.10910243692825297,4.212178879720102,4.369728293666972,False,False
2024-01-19,-0.28495692925242816,4.206932621316609,4.36709340762172,False,False
2024-01-20,-0.24845634289287738,4.251042354258782,4.407426534909844,False,False
2024-01-21,-0.22107358094957122,4.260478236485686,4.4231131836817745,False,False
2024-01-22,1.3675948098086361,4.249839054379701,4.393221768121487,False,False
2024-01-23,0.045314458868830156,4.692552100715247,4.895433838023029,False,False
2024-01-24,-0.2799498358339365,4.416876459877614,4.614501323154173,False,False
2024-01-25,-2.090644429806014,4.336158699780499,4.518660686293382,False,False
2024-01-26,-1.3350988812881277,5.013016096074721,5.221007976808681,False,False
2024-01-27,-0.030877532877150022,5.137066723611122,5.370127963923008,False,False
2024-01-28,-0.3806887273573897,4.547516593431524,4.738332652158355,False,False
2024-01-29,0.32827907588570926,5.2171504211754165,5.451262616947989,False,False
2024-01-30,0.21094357706806946,4.40318135804637,4.592140175700021,False,False
2024-01-31,-0.24663779389597537,4.635108449643437,4.84638086107011,False,False
2024-02-01,-0.04666956761980528,5.300750269565356,5.5266655700206995,False,False
2024-02-02,-1.7942824597133988,5.340571386981451,5.5749510527558686,False,False
2024-02-03,-0.42190533699093535,4.8307200928953105,5.016100345671939,False,False
2024-02-04,0.018702592683989713,4.597151682474368,4.790823540933072,False,False
2024-02-05,-0.26819973589428414,4.363201965627425,4.548983161216108,False,False
2024-02-06,-0.01948902066156238,4.319091805655445,4.491218483828932,False,False
2024-02-07,-1.309368000316325,5.35930138789129,5.59912527212055,False,False
2024-02-08,0.3434245978194569,4.629911483350738,4.816439932408174,False,False
2024-02-09,-2.202898233458654,5.308690365169744,5.5196869897097836,False,False
2024-02-10,-0.050049529004167134,5.090358691761077,5.185533731223742,False,False
2024-02-11,-3.1328196010048233,4.590838796141994,4.64668964052048,False,False
2024-02-12,1.316691961801631,4.641492636413972,4.6899443948433985,False,False
2024-02-13,-0.6191235438119124,5.212713521554513,5.265932822562921,False,False
2024-02-14,0.056256286305128196,4.916525001607866,4.968696210573407,False,False
2024-02-15,1.4635569559648425,4.646031322342822,4.711921975804011,False,False
2024-02-16,-0.20626151982153504,4.915308008540578,5.004854295113455,False,False
2024-02-17,-0.47141680967615235,4.5389576719999685,4.620745382641457,False,False
2024-02-18,0.22080073484833143,-3052.6980640530874,-3052.6980640530874,True,True
2024-02-19,0.07924171737349776,4.384373457597208,4.43495075561287,False,False
2024-02-20,0.15267602850605352,5.07238541589299,5.126672071163463,False,False
2024-02-21,-1.5129951276177618,4.258856323477006,4.301573709827723,False,False
2024-02-22,-0.43982867910097195,5.044262308010997,4.980047962296993,False,False
2024-02-23,0.13380778881055327,4.5635585422133955,4.484499026974361,False,False
2024-02-24,0.3571088600847003,5.097596827475619,5.00266048959937,False,False
2024-02-25,-1.116689842789808,4.3840926536290175,4.317090649975281,False,False
2024-02-26,1.4778673941963394,5.082487587670324,5.007008253207984,False,False
2024-02-27,1.653790401559147,4.912321945015947,4.851389421578953,False,False
2024-02-28,2.640956263780648,4.91423038263664,4.853612285278514,False,False
2024-02-29,-0.010684413052531757,5.546348890372518,5.492581230655095,False,False
2024-03-01,0.12126131534590005,4.79484205310676,4.747246106815969,False,False
2024-03-02,0.7650986031321114,4.499564195724457,4.47256252308204,False,False
2024-03-03,0.2521246112734985,4.864804526616243,4.818517132935161,False,False
2024-03-04,1.5012302318800295,4.459911870171909,4.425902839941937,False,False
2024-03-05,1.998216027190094,4.856858310099951,4.851370487072822,False,False
2024-03-06,2.2830239129061463,4.794918942390355,4.824743242486047,False,False
2024-03-07,1.0992387448504586,5.466014161928779,5.499793956416568,False,False
2024-03-08,-0.12451616645814681,5.152682603454728,5.176074496969183,False,False
2024-03-09,-0.17406278385642654,4.63373496117938,4.713244641411722,False,False
2024-03-10,0.24951134591241295,4.693376589083401,4.772608409210352,False,False
