Date,Open,High,Low,Close,Volume,Market Cap,Returns,Log Returns,VolChange,LogVolChange,GarmanKlass,Delta_LogGK,RS,Upside_Vol,Downside_Vol,Upside_Vol_Weekly,Downside_Vol_Weekly,RS_Weekly,Log Returns_Weekly,LogVolChange_Weekly,Delta_LogGK_Weekly,Upside_Vol_Monthly,Downside_Vol_Monthly,RS_Monthly,Log Returns_Monthly,LogVolChange_Monthly,Delta_LogGK_Monthly
2020-01-01,129.768840798,132.627390514,129.369808248,130.916545571,7036988925.172684,14267183034.248133,,,,,0.0167114436882171,,,,,,,,,,,,,,,,
2020-01-02,130.955077338,130.955077338,126.913160638,127.117759255,6690036711.347696,14042469285.895844,-0.0290168542061003,-0.0294461684172551,-0.0493040727382519,-0.0505610075626405,0.012238291146137,-0.3115240804432595,-0.0107681362890616,-0.0168195559711541,0.0010564440585353,,,,,,,,,,,,
2020-01-03,127.117141469,134.228639409,126.091449677,133.675368751,7715596550.355361,14242069786.69286,0.0515868871071378,0.0503003443275466,0.1532965936148156,0.1426244446468643,0.0312711911837121,0.9381276091493848,0.0193137976130506,0.0149946360106978,0.0146464821943691,,,,,,,,,,,,
2020-01-04,133.83559883,134.930791615,132.648239296,134.049701907,7986617479.617298,14529037537.345446,0.0028003151178679,0.0027964015399534,0.0351263738964493,0.0345235196467302,0.0120231026328382,-0.955867245911686,-0.0142938252048355,-0.0076876301953622,-0.0120752454482196,,,,,,,,,,,,
2020-01-05,134.054991481,137.896704737,134.054991481,135.26691123,6731959407.653085,14775696881.080956,0.0090802836983887,0.0090393057962171,-0.157095049959039,-0.170901079364599,0.0191801397154694,0.4670453355326067,0.0111983688102982,0.0160177515733697,-0.0096776529163414,,,,,,,,,,,,
2020-01-06,135.466802293,143.906002557,135.120907208,143.906002557,7771586736.179305,15253831829.449226,0.0638669963588551,0.0619103796837451,0.1544316098139782,0.1436081101313838,0.0239385456802326,0.2216145958921842,-0.0106345051602314,-0.0233247573887053,0.0126902522284738,,,,,,,,,,,,
2020-01-07,143.940028855,144.886854671,139.4911167,143.172356846,8884321399.851458,15528292039.508078,-0.0050980897110903,-0.005111129307342,0.1431798552143803,0.133813726077265,0.0266296520640904,0.1065353844224632,0.0172405658242207,0.0088344020815452,0.0159070764783319,,,,,,,,,,,,
2020-01-08,143.038850021,147.050004077,137.552328545,140.934290558,9485569495.645624,15503951637.776106,-0.0156319721020402,-0.0157554397635487,0.0676751851643073,0.0654835605386722,0.0463047496677937,0.553219206269592,0.0161649142494271,0.0254411769226558,0.0022247611054642,0.03395315139383675,0.004466060624720006,0.025127118255393988,0.07373369385931655,0.045317103397024376,0.2488180859212168,,,,,,
2020-01-09,140.593959617,141.117606261,135.956015513,138.028595129,8407091301.869274,15073087981.738968,-0.0206173772010735,-0.0208328825720318,-0.1136967257760779,-0.1206960909831597,0.0237326155959103,-0.6683942529011397,-0.0218100870161322,-0.025204690918684,-0.0082940726714534,0.025860600767362893,-0.0378281111440968,0.004192923793946909,0.0823469797045398,0.030596214748545795,-0.02832571067609191,,,,,,
2020-01-10,137.815048587,144.41254771,135.769017954,144.41254771,8457837520.577541,15135188432.553797,0.0462509422415959,0.0452132434104815,0.0060361208039911,0.0060179764047256,0.0325566275432343,0.3161306715407326,0.006097967428366,-0.009070888085517,0.0078555955735389,-0.054750839038440836,0.00044717538818065533,-0.05016249745434352,0.07725987878747478,0.012941610081069211,-0.547732940743971,,,,,,
2020-01-11,143.838198393,147.038528455,142.171892592,143.021012822,9048431075.987444,15652744922.146986,-0.0096358308891164,-0.0096825559060871,0.0698279618132902,0.0674978521947207,0.0235347530167279,-0.3245027785865382,-0.0043258128487604,0.0246905493717288,-0.0220538044598017,0.009417328596792549,-0.02751777971924808,0.0010864447023452642,0.06478092134143398,0.018227221161642156,-0.07261689732018972,,,,,,
2020-01-12,143.083550476,145.375489036,142.228877515,145.225114385,8263400554.169983,15692954876.635645,0.0154110331028294,0.0152934892420967,-0.086758744717718,-0.0907551887347061,0.0124161422363173,-0.6394807612371727,-0.0141688681794405,-0.0206351553732114,0.0028460799049992,-0.018690156098477476,0.01357832745395401,-0.01592922272304391,0.07103510478731354,0.02571722597847554,-0.22118603900121236,,,,,,
2020-01-13,145.972776701,146.323303031,142.576667997,143.850839525,7169395337.501765,15623030845.427156,-0.0094630661219982,-0.0095081254236207,-0.1323916479053102,-0.1420148734105973,0.0159241142856147,0.2488371627895089,0.0039323268381999,0.0023378278161598,0.0032961170962086,-0.010325139118783157,0.04455263834157768,0.02727373421042572,-0.000383400320052199,-0.010033740810075256,0.3110903290079259,,,,,,
2020-01-14,143.597346693,168.026392545,143.597346693,165.958548745,10369374512.100431,16746578360.063711,0.1536849509742199,0.1429611247247641,0.4463387808815862,0.3690353845952073,0.0651950699216482,1.409549269321314,0.0282862155390911,0.0377142522487686,-0.0144720052557619,0.022967502952390386,0.044207140768882575,0.049611433953639206,0.14768885371205395,0.02456438692503626,0.7469013407013874,,,,,,
2020-01-15,165.658248436,170.813488205,149.831606484,165.804881749,16747466657.10354,17845135788.769855,-0.0009259360072864,-0.0009263649508344,0.6150893805176254,0.4793902991169605,0.092671930976096,0.3516817811284882,0.0611731706764702,-0.0139077688942981,0.1008562936288508,0.03146895440448776,-0.018796570245074043,0.0013648405235088396,0.16251792852476804,0.11212824902780714,0.05551945295110938,,,,,,
2020-01-16,166.111872105,166.921972857,159.110221961,164.021142715,11163152078.07459,17649728777.810226,-0.0107580610123426,-0.0108163473597025,-0.3334423464375329,-0.4056286411352603,0.0329641444429502,-1.0336451937726916,-0.0679394571868395,-0.0209645160909984,-0.0646751442473721,0.01720849791848207,-0.030366609131003974,-0.005605571622418079,0.17253446373709735,0.03946703848898743,-0.03928471591898086,,,,,,
2020-01-17,164.35244995,173.114565251,162.461645764,171.31372806,11738055791.02523,18370633957.46792,0.0444612519111116,0.0435012040655795,0.0515001237042895,0.0502178338061545,0.0367709647443577,0.1092880935065316,-0.0033257164989696,0.0140702568733311,-0.0114039731897611,-0.049313571089758895,-0.006563046390197301,-0.043304948102593305,0.17082242439219508,0.04502895987078326,-0.3293954245022359,,,,,,
2020-01-18,170.422362258,178.527609388,166.570750061,175.453279152,12549934347.486732,18741392986.970383,0.0241635690197004,0.0238762492317812,0.0691663569261831,0.0668792391367901,0.0455619132250138,0.2143635989852508,0.0106467421248164,0.0051039116775255,0.0096847112369599,0.017987698991051133,-0.011147046475392115,0.007319729097064215,0.20438122953006357,0.045929410078852456,0.1264799456931156,,,,,,
2020-01-19,175.424381217,177.346880878,162.956929394,166.816860956,12273014553.100937,18517096928.24781,-0.0492234641480712,-0.0504762221221014,-0.02206543769221,-0.0223125208916101,0.0510157470620418,0.1130622197657231,0.0042566319784142,-0.0025797085125456,0.0070818562404733,0.0548694621897813,0.02533167001994545,0.060310670924745347,0.13861151816586567,0.050127169129203855,0.3166728839564439,,,,,,
2020-01-20,166.879341054,168.897640436,161.686194959,166.913569166,9735039230.54202,18035400763.63476,0.0005797268300444,0.000579558853363,-0.2067931486252221,-0.2316712447354016,0.0308546699081111,-0.5028462374377769,-0.0150372118820964,-0.0139108222670973,-0.0098277123926365,0.004148798619513186,-0.06079650434269228,-0.010718617492641719,0.14869920244284954,0.03080499139587867,-0.103545856390723,,,,,,
2020-01-21,166.740610993,169.575496571,165.457313342,169.545105999,8910265391.380821,18233595547.728195,0.0157658652088545,0.015642874970075,-0.0847221895699826,-0.0885276418329169,0.0139549332369098,-0.7934550307435533,-0.0200402444093286,-0.0101805400900575,-0.0179842285951534,-0.05887327229699276,0.11140905990585823,0.006549845186657743,0.021380952688160343,-0.017402589821440984,0.006224538981613126,,,,,,
2020-01-22,169.330949205,170.919489461,166.30537737,168.08898267,8577764785.13957,18313459158.001022,-0.0085884126257738,-0.0086255055738855,-0.0373165771878006,-0.0380306618206609,0.0188026401989845,0.2981642132848758,0.0048203902975146,0.010748859823329,0.00013662086886,0.00375304517865286,-0.06278733792880326,-0.04567466598595671,0.013681812065109463,-0.10346417319892089,-0.41718747941017975,,,,,,
2020-01-23,168.031373717,168.031839648,159.876987636,162.706119547,8251095643.532079,17778558313.293076,-0.0320238901889715,-0.0325478719573996,-0.0380832477679295,-0.0388273682021974,0.0289278267168573,0.4308066979470664,0.010879394023375,-0.0121883014208434,0.0156712380054217,0.02171861037585282,-0.026615379132058015,0.008444484539117447,-0.008049712532587615,-0.03962974648524779,-0.04177883818787098,,,,,,
2020-01-24,162.804696236,163.985473492,156.058022114,162.479678707,8486145509.029683,17491026576.93503,-0.0013917167997763,-0.0013926861370681,0.0284871095491248,0.0280888967791728,0.0350151005019329,0.1909754173181119,0.0125700973905934,0.007865971879886,0.0117725021775553,-0.021464966702856414,0.03758141781591505,-0.0013063518223733195,-0.05294360273523516,-0.04619407486335371,0.15019149206527826,,,,,,
2020-01-25,162.495360577,162.516464314,158.089066946,160.834470634,7617282553.042113,17428779801.44874,-0.0101256236231658,-0.0101772364536943,-0.1023860544299005,-0.1080152078258176,0.0184574899920895,-0.6403091616197756,-0.020324477014623,-0.0070024663571139,-0.0195563986436186,-0.03351653048803569,-0.0002017438048519879,-0.021270519223389767,-0.08699708842071095,-0.07441429401596156,-0.2196213185273348,,,,,,
2020-01-26,160.48994123,167.619646415,159.792469103,167.467813313,6683902752.820203,17757934495.344242,0.0412432897801804,0.0404154700893679,-0.1225344857201269,-0.1307176243803366,0.0210650255240606,0.1321438573739888,-0.0061751513927738,0.0051138188330177,-0.0074612532955141,-0.01054635885434298,0.00939470053849964,0.004477636423664097,0.0038946037907583927,-0.09160467262851867,-0.12100412151982898,,,,,,
2020-01-27,167.633777539,171.594883336,165.756880261,170.045386298,8467590810.830523,18357052800.064056,0.0153914530440693,0.0152742061666678,0.2668632569882485,0.2365439689069679,0.0228091959077233,0.0795496768198491,0.0067368643416206,0.0082788956302066,0.0026644333925775,-0.005957384172148094,0.0066078107740239755,0.0048542418276801,0.0185892511040633,-0.021994595282619663,0.026222396054426778,,,,,,
2020-01-28,170.001353182,175.33039901,170.001353182,175.33039901,9376107834.731745,18717739032.02847,0.0310800123840946,0.0306068086036992,0.1072934491283137,0.1019187036277649,0.0104080271677259,-0.7845864324508796,-0.0223485065116193,-0.0145550651477873,-0.0169589451866429,-0.016134128871713234,0.022105183436601117,0.02039805482820166,0.03355318473768753,0.008140305639102773,0.18551126724887057,,,,,,
2020-01-29,175.534499583,178.038546162,174.376318412,174.376318412,9932455084.434471,19178744272.00925,-0.0054416153923518,-0.0054564749124359,0.0593366948748028,0.0576429527026788,0.0141090879468661,0.304241773518993,0.0171580779001042,0.0171580779001042,0.0,0.03467509739805431,-0.0069148192399415415,-0.0005045466346641214,0.03672221539913714,0.02330264931059579,0.1279105859193308,,,,,,
2020-01-30,173.858517419,186.094468983,171.53885084,184.383165022,9152294841.784307,19256315503.998013,0.0573865000771307,0.0558002976459128,-0.0785465663844564,-0.0818030363932263,0.0445219138250649,1.149162388468548,0.0228195301324916,0.0079084272311945,0.0311428878640124,0.000470419142589662,-0.006560768191735233,-0.005916378022147936,0.12507038500244932,0.015206510253927845,0.07700212523404337,,,,,,
2020-01-31,184.390544122,185.251240549,176.426162268,179.595007089,11048926824.250237,19699054051.295044,-0.0259685201326741,-0.0263116556695617,0.2072302100460048,0.1883286530473881,0.0303806889911734,-0.3821743374535171,-0.0094747705266729,-0.0130496457605804,-0.0031068719777078,0.03428624330267926,-0.024803741955659264,0.00018022580398736887,0.10015141546995587,0.04202093977241327,-0.003984365571067183,0.05405890825888793,0.011180360994837019,0.04147548098774988,0.3161442918246819,0.014552833414190875,0.14063936321411896
2020-02-01,179.844590226,183.841900233,179.541019447,183.723384261,9652648260.786776,19824991337.475983,0.0229871489130772,0.0227269247332801,-0.1263723242694396,-0.1351009943987942,0.0102130058757655,-1.0901451820962746,-0.0232173221031053,-0.0082517267632319,-0.0217988281279686,-0.025864281088239814,-0.03456048908636173,-0.04119365147383968,0.13305557665693024,0.03215895611984669,-0.36470327663706215,-0.04185839469423641,-0.06047582476442689,-0.07177784679998138,0.36831738497521715,0.010612198014758524,-0.23308615513335473
2020-02-02,183.578449723,192.471393014,180.070329813,188.589445865,10635139992.48182,20432500253.97851,0.0264858043170335,0.0261411281722969,0.1017846817941505,0.0969313030683377,0.0440184711918281,1.4609473517232638,0.0357928492068485,0.0272808709040348,0.0236273591728657,0.00949047362664518,0.01346500076904554,0.015272073598893994,0.11878123473985919,0.059623394697623566,0.12189666470512783,0.016130129559545694,0.0007734259232346843,0.013567433633147719,0.34415816881996747,0.010348896208608764,0.010504379390651186
2020-02-03,188.538407503,193.88503358,187.498515667,189.906156647,11400969970.686195,20658301617.00258,0.0069818900838307,0.0069576295467372,0.0720093932703993,0.0695348249893247,0.0232541537996012,-0.6381255715179672,-0.0175753544210695,-0.0069662336775004,-0.0214640580513659,-0.0008483178544637301,-0.03811889390053252,-0.01312180035014951,0.11046465811992859,0.042072764646039915,-0.19818532951521828,0.0014330294639407354,-0.05599693130974581,-0.015184236541338422,0.3483193968267513,0.01196852479427118,-0.05814826410716023
2020-02-04,189.809543363,191.150456692,185.153936423,188.781874021,9444011536.487234,20444865956.926395,-0.0059202010395578,-0.0059377949035734,-0.1716484158129202,-0.1883175961384068,0.0222837990899489,-0.0426238578934845,-0.0016353973532733,-0.0147109363882941,0.0135514564171788,-0.0007110596973360639,0.046962436052403723,0.017486660994734615,0.07392005461265592,0.0009532686903876333,0.1669549479971124,0.010318646668885822,0.029240235406891132,0.014596540920745443,0.33334229612696076,0.009405674492540528,0.03240544185612326
2020-02-05,188.713226696,206.483771959,188.263691458,204.012524677,10214978765.33949,21368770778.02115,0.0806785647985768,0.0775891445772791,0.081635566186424,0.0784743087045623,0.043812036762967,0.6760486753386075,0.0118417679267645,0.0235486132483534,-0.0081099231342611,-0.005993478298124064,0.00129458683732004,-0.0033679149556974652,0.15696567410237103,0.003956492316808838,0.14635966922998112,-0.03187963379744993,0.12502901179656167,0.06568993900733519,0.34902106102049474,0.008398837687556624,0.2954661172317916
