Test,Source,Target,OOS_Days,MSE_Benchmark,MSE_Challenger,DM_MSE_Stat,DM_MSE_P_Value,Benchmark_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
GARCH,Stable_Volume,Crypto_Returns,366,1.8802043730176827,1.858217229330269,1.8880893296813976,0.059806852764575424,0.4890710382513661,0.49453551912568305,0.21292248145202633,0.8315062950099792
