Test,Source,Target,OOS_Days,Conclusion,MSE_Reduction_Pct,DM_MSE_P_Value,Dir_Acc_pct,DM_Directional_P_Value
GARCH,Crypto_Volume,Stable_Downside,366,Insignificant Improvement,0.9459791724968565,0.1192893644938153,-2.0161290322580627,0.4240880364723138
GARCH,Crypto_Upside,Stable_Downside,366,Insignificant Improvement,0.8733911127776793,0.086434355509239,-0.40322580645161255,0.8189050749283133
GARCH,Crypto_Downside,Stable_Upside,366,Insignificant Loss,-1.924878157749368,0.1089584563669816,0.0,1.0
GARCH,Crypto_Upside,Stable_Upside,366,SIGNIFICANT WIN,9.475325563542153,1.2867238252667337e-07,7.3275862068965525,0.0063237859484595
GARCH,Crypto_Downside,Stable_Downside,366,SIGNIFICANT WIN,3.4353752862368525,0.0103811279392598,-0.7936507936507908,0.7685312357685832
GARCH,Crypto_Volume,Stable_Upside,366,SIGNIFICANT WIN,2.117203118763389,0.0038022338414078,3.44827586206895,0.0881001876537244
