Group,BNB,BTC,ETH,XRP
Cryptos: Downside,0.4912281354316221,0.5099393984557787,0.5203244003823573,0.477408888930308
Cryptos: Returns,0.49381976479084033,0.5134870835299904,0.5239246579450141,0.4668790076100919
Cryptos: Upside,0.4968447109213104,0.5290223095292791,0.5532558153409526,0.4088871874261226
Cryptos: Volatility,0.5029185353411203,0.5138311690176951,0.53336793045285,0.4456109596056802
