Test,Source,Target,OOS_Days,MSE_Benchmark,MSE_Challenger,DM_MSE_Stat,DM_MSE_P_Value,Benchmark_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
GARCH,Stable_Downside_Vol,Crypto_Downside_Vol,366,4.558122921281114e+31,1.6196507677186701e+32,-1.0013689260344543,0.3166484812571255,0.726775956284153,0.7213114754098361,-1.001368926034455,0.3166484812571251
VOL,Stable_Downside_Vol,Crypto_Downside_Vol,366,2.2010606809323357e+32,2.2010606809323357e+32,-0.1656278066292782,0.8684498630002493,,,,
