Test,Source,Target,OOS_Days,MSE_Benchmark,MSE_Challenger,DM_MSE_Stat,DM_MSE_P_Value,Benchmark_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
GARCH,Stable_Upside_Vol,Crypto_Volatility,366,2.505025652687594,2.4445631980107367,2.298536517171271,0.021531271978805888,0.6639344262295082,0.6530054644808743,-1.0013689260344547,0.3166484812571251
VOL,Stable_Upside_Vol,Crypto_Volatility,366,5.9287620763783574e-05,3.0283982182648917e-05,5.082565760507221,3.7237032946002557e-07,,,,
