Date,Actual,Pred_Bench,Pred_Chall
2024-01-02,-1.2639400408655586,-0.6626204849395068,-0.8191127363518792
2024-01-03,4.06589198828844,-0.8215545893711413,-0.9511314356511171
2024-01-04,-1.2129097559338704,-0.6187946695143,-0.7684455260598934
2024-01-05,0.3597765271917032,0.011215755095876724,-0.5986543795067566
2024-01-06,0.06847336407321226,-0.7655366516658783,-0.7360544615079955
2024-01-07,-0.6206589614555781,-0.7705370164166532,-0.7848242004414997
2024-01-08,-0.47527735580418234,-0.7081951875779952,-0.8203299135794069
2024-01-09,0.29478715503541575,-0.8139088600599654,-0.7902554556390514
2024-01-10,-0.3046451063153459,-0.38111056168590407,-0.4818360801142185
2024-01-11,-0.8891109541882907,-0.6816021133044442,-0.6578694388370845
2024-01-12,2.8805719837850683,-0.41809153800687404,-0.6854622282304388
2024-01-13,-1.0533372449382683,-0.29171549368144906,-0.5210696157445616
2024-01-14,-0.3749320236810411,-0.36522806806064534,-0.23946660152888113
2024-01-15,-1.4938211330516158,-0.7764639653756267,-0.7760339935781082
2024-01-16,-1.1211200623442428,-0.35628710266559765,-0.6680772808014235
2024-01-17,-0.26295352107041964,-0.6193341521659081,-0.5921073403069607
2024-01-18,0.46754719274214457,-0.693591201374892,-0.6714489154835719
2024-01-19,0.05248175139674821,-0.4970863801504863,-0.6003317913864982
2024-01-20,-1.27404258554298,-0.738729957809686,-0.67708237692353
2024-01-21,-1.368028101593373,-0.7269159680265214,-0.7649611907834628
2024-01-22,1.6130604927751775,-0.6728021694771158,-0.7290729885569798
2024-01-23,1.1830893437677659,-0.7551998800167871,-0.7341151589030146
2024-01-24,-0.746601334386774,-0.63418401316121,-0.5513542806748615
2024-01-25,-0.5016814608453914,-0.487627778816309,-0.5053321624112146
2024-01-26,-1.3806445585155527,-0.6158541156160997,-0.7984764907326724
2024-01-27,-1.3796343967546365,-0.566941755278814,-0.6775306310515914
2024-01-28,-1.0634321886482554,-0.7195579026013318,-0.5883089193269149
2024-01-29,-1.4947579183133215,-0.6437296262063777,-0.6143666773926988
2024-01-30,-0.6616865974704178,-0.5874017158179251,-0.6578218663958091
2024-01-31,-0.15088578642769152,-0.8207311641979502,-0.7774248632612385
2024-02-01,-0.6015752494979042,-0.7882510655586124,-0.7315476009223647
2024-02-02,-1.2266061966915274,-0.5792080573143767,-0.5825426756511363
2024-02-03,-1.373779565381327,-0.7915842053943893,-0.8063324482912143
2024-02-04,-0.762543300930202,-0.6833206264029815,-0.738298772396044
2024-02-05,-1.0999486975790382,-0.7544802737190589,-0.6339611399298283
2024-02-06,-1.5077971688868768,-0.752309016294856,-0.7356332256452267
2024-02-07,-1.2100434038972758,-0.5664614362878625,-0.8507626042400428
2024-02-08,-1.5881865231643923,-0.6646920592901141,-0.8583929819554535
2024-02-09,-1.6195794196251239,-0.7026814807531745,-0.7180082481764346
2024-02-10,-1.1830677766041464,-0.8183942552858426,-0.917882287597742
2024-02-11,-1.5010072141519308,-0.6630726211763643,-0.8582932705736921
2024-02-12,-0.8216307596490899,-0.7857408320705629,-0.8184864364220472
2024-02-13,0.016596698901847135,-0.744151179220686,-0.8364672142973251
2024-02-14,-1.353930275849109,-0.7860516491516716,-0.785901961481734
2024-02-15,-1.4570516428390234,-0.7718242844340402,-0.8002608647105949
2024-02-16,-1.1014256659397623,-0.743982105630077,-0.7878141375032658
2024-02-17,0.3054596882484379,-0.7093376812364771,-0.7747213674393975
2024-02-18,-1.3185863255325925,-0.7096966688938597,-0.7077836028998313
2024-02-19,-1.4558761182334057,-0.8126074134301923,-0.9566431352119118
2024-02-20,-0.3929604051971508,-0.7223068815567413,-0.8544333871604479
2024-02-21,0.28145016972887493,-0.6225151217963052,-0.7766101003382183
2024-02-22,-0.7331107044264229,-0.6622569080398959,-0.8326090114758294
2024-02-23,-0.3007002097615154,-0.786719537376042,-0.8454468596773297
2024-02-24,-1.4034580937229852,-0.4628498811384738,-0.7022157684267617
2024-02-25,-1.3830132695904809,-0.7525285324678689,-0.8728270897130748
2024-02-26,-0.55559679399343,-0.8932212276117562,-0.8412479845450391
2024-02-27,-1.1969929791200995,-0.8195378798238738,-0.8120645572456033
2024-02-28,-0.8624060666668046,-0.6184293768630758,-0.6901627409301491
2024-02-29,0.029305965657522137,-0.7417321554725615,-0.7770549156693086
2024-03-01,-1.5261673061046122,-0.584712712246169,-0.5801131007955099
2024-03-02,-1.342837102002238,-0.73905788866544,-0.819882215122555
2024-03-03,-0.5329737822495044,-0.8678289590136089,-0.7643306956828451
2024-03-04,-1.3245106407423337,-0.8350831191384828,-0.7353696684367574
2024-03-05,4.623826102066307,-0.7283967322181691,-0.6492943202787957
2024-03-06,-0.5983007991920661,-0.6471261791639077,-0.7099740018023686
2024-03-07,-1.0111390004605059,-0.07216455137787668,-0.09823008593389829
2024-03-08,-0.644555938632198,-0.7296455203760415,-0.741483176261
2024-03-09,-1.4721197475975556,-0.8641263109011889,-0.7474631407204546
2024-03-10,-0.8976705087235118,-0.7972926602110378,-0.7952713984317973
2024-03-11,-0.27230309975949474,-0.7923309843509132,-0.7086733368405199
2024-03-12,0.7003019640766178,-0.47989984031100064,-0.6014469107397652
2024-03-13,-1.2719599744395524,-0.6621856948050028,-0.6383608707242925
2024-03-14,2.79513750261597,-0.6401091953752006,-0.6788038676656152
2024-03-15,3.9482122088815146,-0.6438704515169609,-0.6633021471906607
2024-03-16,2.971262448004278,-0.2284658675825273,-0.5489364326563212
2024-03-17,-0.07432986584435823,-0.531819202860424,-0.42677611488778083
2024-03-18,0.7787767247036641,-0.3662402420384646,-0.3474758951865903
2024-03-19,4.768860352693347,-0.5453441331041405,-0.5659876644565854
2024-03-20,-0.5403847450124234,-0.599182269376427,-0.6558745028479441
2024-03-21,0.06354457899530039,-0.13383318303675468,-0.12943610593761185
2024-03-22,1.5214514329117343,-0.3221544113341878,-0.5055581858825376
2024-03-23,-1.149157309951193,-0.27672573264415073,-0.48399585739184486
2024-03-24,-1.3139084371579128,-0.45750675190570356,-0.45191527322979924
2024-03-25,-1.302116129682844,-0.5927739270581441,-0.7800516759873444
2024-03-26,-0.8461932487610192,-0.562617735389227,-0.6065739124602216
2024-03-27,0.06361415944216017,-0.7029121767326643,-0.6110842386950771
2024-03-28,-1.3133185735341304,-0.6660625295193298,-0.6994979107487724
2024-03-29,-0.5915258736167959,-0.5030301474713753,-0.5580683922661795
2024-03-30,-1.0305454404743664,-0.7358139072086161,-0.6767815388998626
2024-03-31,-1.722521179202747,-0.824056465754177,-0.7603870643674154
2024-04-01,1.7240331098458335,-0.8603329976492637,-0.7291807821620708
2024-04-02,2.4891324010808145,-0.5627865433587835,-0.5999594250572873
2024-04-03,-0.5784166434743578,-0.5659173633004057,-0.5925952632837864
2024-04-04,-0.9907618630025546,-0.2595140085462391,-0.35013226952240767
2024-04-05,0.37036931544563845,-0.7291090769840725,-0.7245813621506394
2024-04-06,-1.5687402442865825,-0.7422992263089699,-0.6853659356590962
2024-04-07,-1.4362638025718029,-0.6680104021541332,-0.6916511936025076
2024-04-08,-1.314833714495412,-0.6381891242493409,-0.7368429461720478
2024-04-09,0.8728349992263742,-0.4538416775914358,-0.777166508960376
2024-04-10,-0.397968889986618,-0.6027643531501405,-0.6129726632568955
2024-04-11,-0.5079942410756018,-0.6427716801915984,-0.7797943150529333
2024-04-12,3.458066947285605,-0.57628959437852,-0.7557680816691545
2024-04-13,6.889057818063694,-0.3311127246557027,-0.724319154095318
2024-04-14,0.19910868412082122,0.4427387080582974,-0.14248727162485914
2024-04-15,0.6488380062804867,-0.08824403634689904,-0.26798232823042534
2024-04-16,0.5066372523903832,-0.3856538663295643,-0.5294590120913208
