,Volume,Volatility,Returns,Upside_Vol,Downside_Vol,Volume_Weekly,Upside_Vol_Weekly,Downside_Vol_Weekly,Volume_Monthly,Upside_Vol_Monthly,Downside_Vol_Monthly,Stable_Volume,Stable_Volatility,Stable_Returns,Stable_Upside_Vol,Stable_Downside_Vol,Stable_Volume_Weekly,Stable_Upside_Vol_Weekly,Stable_Downside_Vol_Weekly,Stable_Volume_Monthly,Stable_Upside_Vol_Monthly,Stable_Downside_Vol_Monthly
2020-04-11,-0.7329794956767212,-1.3688100475337164,-0.04932125695708625,0.9313658188792215,-1.6647648800022954,0.24121446885470385,-0.5201620796580846,0.5111395727950833,,,,-0.6728295843546988,-0.4332997003392838,0.7259704928162314,-0.5479107903185961,-0.15619864027853878,-0.09892941917806185,0.0401154189986216,-0.19648548343197403,,,
2020-04-12,-0.9073978589318703,1.0927679271924107,0.6854067713862068,1.2893001691493708,0.14092326209254516,0.2574530068286005,-0.4545570181241786,-0.8751572064290996,,,,-0.6568360815744232,-0.42569035204421946,-2.1632224755270104,0.40885689995858365,-0.9048473485380589,-0.1540118906333418,0.24439798773775526,-0.25621355304121457,,,
2020-04-13,1.9433147586605148,0.32108480826197866,-0.3942365994054498,-2.494527242298202,1.5661977800122933,0.22554980630544705,-2.809056903146459,2.82095511693384,,,,1.3989307505623696,1.739188104422051,0.7628045729563275,1.1769969251397798,1.5782563980417064,-0.014099380635240693,-0.09937903896869925,1.6985814468640226,,,
2020-04-14,-0.5821012025521186,-1.5223057289907982,0.2171971998855387,1.4449815374173987,-2.026328766655748,-1.5651051671002787,0.5564047246342119,-0.045191291209897184,,,,-1.3250276416589142,-2.007175740445771,1.1693145585962725,-1.2865486386935352,-1.8143631989793354,-1.6140636694576873,-1.2716875524992963,0.6251786916651395,,,
2020-04-15,-0.5730099682375983,0.39618096928382657,-1.7383331737210355,0.5458715693952946,-0.2478028143469135,-0.7165339888434308,-1.560138125060202,-0.970851656707651,,,,-0.25941400696365735,0.5496110759744417,-1.5112718195763002,0.570641980405187,0.5621383121842058,-1.4458330930715992,1.3195616972436626,-1.5373147365327113,,,
2020-04-16,1.5424111759762593,1.7415203094522298,2.9109981872149766,-0.40989618407188333,2.4083759273621443,0.8602372398296706,-0.4388766031005738,3.4285686063042977,,,,1.996818031677761,2.097747874677953,0.7792528649799941,2.2859404179181926,0.4521358288960271,0.6042458106594468,1.550492872331584,0.9448792450504254,,,
2020-04-17,-1.0390020419023047,-2.746218614737224,-0.3833168217319014,-0.9712580427131485,-2.1920096328500573,-0.10714422821175275,1.2164418656282492,-1.8040420588375308,,,,-0.1972201730897879,-2.9175912482304476,0.18435575153212175,-2.9172111177669517,-1.2317550462428417,0.2020019421939123,-0.33919855464710563,0.1968842209273824,,,
2020-04-18,-1.4281062272186724,0.17663806761222928,1.8421880213639201,0.7017109225324862,-0.8429563933401809,-0.4089640825748392,-0.5286642248363181,0.7283390759530336,,,,-1.8500194745211769,0.1994053220415485,0.03644406943040394,0.1974650121655703,0.36281871506137114,-0.3644198139904931,-0.21646454659722006,0.4185875553426998,,,
2020-04-19,0.9132198064903404,-0.08778715458490434,-1.236094473535906,-1.0994009447089788,1.1237693216107527,0.5060180867167927,1.322781139946526,0.4245576237335208,,,,1.458158896158912,-0.054985107567375825,-0.14622692595560308,-0.13219034229853005,0.03151731382070703,0.6180225291522765,1.082603280518229,-1.335993313358522,,,
2020-04-20,-0.25724254024748955,2.049125883085407,-2.227009620085574,2.5254041686309967,0.4479574528133595,-0.641262138747102,1.5794696245871882,-1.0505434407649,,,,-0.6195597975863547,0.12015862382904147,2.137611680772785,-0.16290450793974037,0.5317500198365241,-0.3820148606982635,-1.3187146088999349,0.0012502993352385703,,,
2020-04-21,0.431620228799478,-2.0328403886976383,-0.0503511370500881,-1.7144282261552974,-0.9693458394529453,-0.15955673612493199,-0.3103190661896281,0.4618512527747726,,,,-1.0933852169461324,-0.38911970043761096,-1.8785358262787182,-0.5807966669307556,-0.17601201076940529,-0.2029752531581063,0.7532424640407713,-0.523248796008857,,,
2020-04-22,-1.5433197593218926,0.19200739809598372,1.5282103765288761,-0.21837386598171277,0.3987238214601377,-0.6183500181226025,-0.6490565953512114,-0.47263147058132904,,,,-1.5461435532142556,-0.045048577688236516,0.3667865178014911,0.3923332184126596,-0.2271060059754848,-0.764598202682282,0.4835279445358793,-1.2575420383236535,,,
2020-04-23,1.6575001704522092,1.4163846948822019,1.0530647605164087,1.410262092002041,0.45757265906351163,-0.6346934883273384,-1.319832219890904,0.7258764128486236,,,,0.3363736224033079,1.129957918288822,-2.844721683094469,1.2206063677464012,-0.2531524982519217,-1.6647483164633665,-1.5711481866623633,-1.1014778459850154,,,
2020-04-24,0.2540598629960288,-1.7961996748697,-0.046267124097505774,-1.2728569434556494,-1.2773748674135035,0.08372557159068125,-0.11534525304720511,-0.046712694116328134,,,,0.790178137897828,-0.22981360571066572,2.1574416410684956,-0.5112317175707775,0.46760899031812153,-1.3076195497775362,-0.5162376327657594,1.985513384640754,,,
2020-04-25,-2.1408808712816083,-0.00410365187500451,0.4587973542877593,-0.23789767939682763,0.44751138163368775,-0.2628937680888155,-1.2191577675500225,1.9112691973756386,,,,-1.991917731838205,0.29531943218625106,0.29399567860018266,-0.6985438718514835,1.2948607252740083,-1.212510860202242,-0.09380167602947012,0.5001730811541818,,,
2020-04-26,-0.38347243998857833,-0.5569021255488588,0.40414194827237754,-0.6619594011719434,-0.2165199657826436,-0.9223735360244386,-0.3423752630842144,-0.3294140641053863,,,,0.13441564259239785,-0.16359768001011724,-0.4670662052147795,0.41573276370146284,-0.50864146522627,-1.672356672201385,0.06691798764812923,0.005131218652772275,,,
2020-04-27,1.045644906433922,0.4056717446318658,-0.00810895679593995,0.10671480382657147,0.36526686042393375,-0.2802567748188149,0.6456319152308176,-2.205057197375992,,,,1.1802272774461664,-0.8868610698787973,0.8232145257264453,-1.054704455705095,-0.59773427123631,-1.2785889712711835,-1.424222640488644,1.3455255852815877,,,
2020-04-28,-0.3671387312851991,0.5605451244891886,0.7510313095082426,0.20682952425678228,0.3747105859933687,-0.74351862158134,0.4216644166429185,0.011210402690931633,,,,-0.7317110662820883,0.07307738071519394,0.29114352611825733,-0.06911492004863769,0.21734947881996708,-0.8620070305803567,0.7233136999611134,-0.8161354834318877,,,
2020-04-29,2.382310128668757,1.0530402592903148,3.3683894169818505,1.9874416928093628,-0.5180284554106459,1.4310622444396603,0.8933644950786399,1.1469845629360635,,,,1.8675658871456453,0.7849441692812987,-2.237975564346805,1.8837066289062083,-0.41929595554820337,0.8218892420332787,1.5797428007704934,-0.8476213895443432,,,
2020-04-30,3.259829501289065,2.9344697418301946,-1.8358828059728698,2.8379949891781435,0.693735842479828,2.6915314989291463,4.0606136147465,-1.1813299806663566,2.862570567505208,4.423660484661213,0.6546865943816319,3.117738109174165,0.8111806470260832,0.8347482642310359,0.2644345371751323,0.8136818619223417,2.556443586346026,0.8481357067501205,-0.4972935311081953,1.4502459681318323,0.03292320667671949,0.18376809669103614
2020-05-01,-1.344299644136465,-3.166494844440068,1.0202515579576643,-2.8542448457172975,-1.610213152177666,1.570634740400168,-1.2674923765458195,0.6354683548116508,1.9980369021728883,-1.3595201942675998,-2.0518607865126954,-2.253369045691418,-0.957256477970275,0.7140467642339923,-0.7505389525474382,-0.7248071025900126,0.7629711071247841,-1.035238952817738,1.6479657718800282,0.6504098553164857,-0.7938060221523043,1.0424892145098088
2020-05-02,-0.7711673076350752,-1.4114527740080092,0.4107838273310554,-2.0264380857645565,0.9081036942320241,1.719403178329899,-0.9565056469085386,-0.07624202041456428,1.0909783649170763,-0.9264264966325421,1.4212370230941485,-2.374586944902017,-1.0861025668656843,0.30331696185677537,-0.8694774283773374,-0.7777025245146602,0.37456504831735626,-0.2276717568819353,-0.32745317610344227,-1.221070509861349,0.09522889739719448,-0.23089598889324525
2020-05-03,-1.3257426978305564,1.0933023826099042,-1.001096685270202,1.1613175057391965,0.4042068820595606,0.7918172737124797,0.5508096853660552,0.5431888876193819,-0.20915219783327488,0.7592575647898211,-0.07270804127478984,0.8445717931698993,0.9806348276331565,-0.16688700079565777,0.06447998129729712,1.6977557715594482,0.7017227146462446,-0.30659809190677373,0.3846736479591864,-1.3996104004828644,-0.3070998802110222,0.4128400828153215
2020-05-04,0.044666104338442,1.3210935720207357,-0.4609916012733549,-1.305068979800856,1.8991485212745451,0.40190424814716363,0.08508699268626833,0.3595623196093321,0.545276808906835,0.028796499636692882,0.619769386908269,0.9220560189821421,-0.02662799445945616,0.44308106732663066,0.5461587962477853,-0.3915831514241533,0.6432538653775036,0.006245740762478999,0.10607066647293237,0.1852120279393236,0.26334680537359245,-0.3731867117867801
2020-05-05,-0.5328934452047558,-1.968783691278427,-0.41510900367888615,0.9465386823033131,-2.4531056780000857,0.37918468721878945,-0.36099834637637374,-0.7473767524287374,0.6806115058885565,0.18329877608311718,-0.959060724606049,-0.6797658679496362,0.006970657188926297,-0.881227117459818,0.3212053279147729,-0.4559726869678085,0.6094599116559041,0.5671512298951031,-0.5335738904588525,0.14673352332518363,-0.1993513960410679,0.33279046194960593
2020-05-06,-0.18413467645363793,0.47813983509016544,-0.3454065782660556,0.6686587918120662,-0.5483441531636601,-0.6257100993470636,-2.0501275217961257,1.3995439577185742,-0.13408036699082942,-1.2337587812758048,3.666712719142431,-0.5897734182980632,-0.5764943548179741,-1.5836817500597529,-0.39165181363774815,-1.2414453907430054,-0.3558907263247836,1.6158843109809706,-2.027660950265688,-0.552867312483582,0.527730662044511,-1.0100641373815025
2020-05-07,1.4261609825045412,-0.20521940257761456,1.8797299338766478,-0.9095055989664484,1.1033706224640056,-2.0392518097209553,-1.2113672129722546,0.00017628280152794478,-0.75305092311593,-1.168616664748303,-0.10186795869269716,0.67372463940286,0.21583430472495158,2.588305474587414,0.6614389223151738,-0.021377056895972343,-1.8884066821577914,-1.714519050751603,1.9377224960785435,-1.1952411660843238,-1.4438722909725215,1.951123676265932
2020-05-08,0.7641499418980133,-0.5012468887247656,-0.3663367839841363,-0.21369561418123878,-0.4257182459230984,-0.6546829477593719,-0.06393105397086576,1.1495227874136282,0.5741577260225986,0.26001437649269343,0.8802667443260375,1.166897163354824,-0.3264729302742937,-1.0446056104907515,-0.9351735031299984,1.1574234895197186,0.03883333402045781,1.0319360006436606,-1.1080079361650104,-0.5982781564039789,1.183089357738401,-1.1642542140196828
2020-05-09,-1.8135609534915982,0.22552266047108974,-0.8714595488892587,0.6924770009575485,-0.7139683929070975,-1.2913838353364864,0.12230694517453268,0.2835083702247888,0.2703287041953463,0.838153567724166,-0.33069084479144295,-1.0094192494741556,0.3013990939304517,0.05709306778604836,0.6046682290183728,-0.31943642852210336,0.6003247123704407,-1.023787924556086,0.9706458301784973,0.01899859571390558,0.2894144031189622,-0.21406589849586855
2020-05-10,2.3483982747516716,4.221753425075918,-4.58326184767925,-1.8567207422553258,5.18319604943108,1.2314048359754541,1.969394892173375,0.454754154897925,1.0445642794818395,3.7917831712235595,-2.6130353236000263,1.9019604372360117,0.6877213126142705,1.1948252844996894,0.34026146854810435,0.9124080959140797,1.2079162667841592,0.2650673486027163,0.5645287409888836,0.8701311355836768,-0.9328259531579637,1.1488744799170614
2020-05-11,-1.7835846831108113,-1.5028592474374705,-0.900194064574831,2.3211564665296045,-2.036062134567026,0.1729086433126609,0.617771073453,0.21301418191414428,0.49855020996088595,0.3301427418250316,-0.04401995984302237,-1.4364921853813852,1.0471098492356734,-0.9669420722742275,0.9402760289288664,0.665957995449332,0.04211413282194696,0.8556500142333142,-0.3590920928743816,0.37548525306570363,0.4323076892332852,-0.37471402711415497
2020-05-12,0.022354386870208427,-2.508641317191699,0.9784830018839941,-0.15495407320143198,-2.8488557886697876,0.4475650579540296,-0.33177844561090725,1.127509738651273,0.81378041015476,-0.9274277401735833,0.7114490138235083,-0.7202593868852479,-2.3293870757394295,0.38465242840885644,-1.7118041017530596,-1.9957519238720343,-0.0015437407738019225,-0.3015054854160758,0.25352379150642645,0.19938549244649623,0.9074357345602135,-1.1711288775759936
2020-05-13,-1.864289970445802,-0.699572167114754,1.5763587448980836,-0.8846749868990877,-0.07139128532402045,-0.34456328860210145,-0.3850992648593526,1.0886914196780795,-0.6668378093926735,-1.2975132744356175,0.05581077103146346,-3.0219201479232374,0.30069751106672793,0.20026187300093676,-0.8587543662800969,1.3435630092295783,-0.9923903114537194,1.4889643874506184,-2.967689248415518,-1.0806954763214003,-0.4209198206998837,0.8869309509044723
2020-05-14,1.277643892226466,0.3440986412284618,0.8378143671081181,0.058911498368026866,0.540800740584867,-0.44724910119862815,-2.2483947731981777,1.8883751163931037,0.06789033588911854,-1.247691961591618,0.48397565561933487,1.4576702330822078,-0.04419268222681626,0.6358492272049341,0.4095827201788279,-0.22673977391574815,-0.7518037495567225,-1.4750716089480802,2.75727726163451,-0.07395588060821125,-0.4414133711376603,0.5125262684991885
2020-05-15,-0.3246768928060821,-0.2784633786895603,-2.0567134829384304,-0.3401485265806491,-0.06015359480582302,-1.0871630112105115,0.39207373566439246,-1.213290402871144,0.1482088805999351,2.0202741119595338,-1.5757659988355408,0.8715706874623993,-0.13672553014350386,-0.24866357155820043,-0.5081922995946367,-0.15233426464378297,-0.9038607219562734,0.7003264330944043,-1.0498213932357017,0.0751394350800317,0.9226874261103738,-1.2943349557458323
2020-05-16,-1.4747888896922483,0.154571652391924,0.6005084433702514,0.503703546768972,-0.2929097320658173,-0.8113884995828125,-1.562264069144161,0.36695879162696365,-1.041267089068181,-1.4466816189865883,0.982064211981044,-1.498494614891604,-0.3076690099636123,-0.8634254759994708,0.8666855851469712,-0.976284133143139,-1.0773744856792637,0.15737796685382147,0.17745732817569138,-1.0972189380551096,-0.5495483058860724,0.8134409546108885
2020-05-17,-0.6829752646190584,0.05158168030259548,0.723569062393333,0.14188883701463031,-0.16735913549241685,-2.5907229429273215,1.4421027358837706,-1.9413692548344779,-0.8760225235201301,-0.7242593291863207,-0.018688430508847984,-1.728434707507892,0.46576589653103884,-0.4909436143224111,-0.1875937325997622,0.6013823961438132,-2.889939149399022,-0.46329182215599607,0.4939464333366239,-1.3899310976996153,0.4948015006274792,-0.45249476558018764
2020-05-18,0.9656492765565436,-0.31423643147975105,0.6957537285402363,-0.21677781032314775,-0.404372022498002,-1.0764015945102086,-0.1310453108043066,-3.217412556951018,-0.026326683625437743,-1.22376718200297,1.7038214033997048,1.436573494888746,-1.026681799774565,0.1228056276766444,-0.7397260806987365,-0.3560692374663662,-1.5881801092668322,-1.4003100274979454,-1.0656899798711121,-0.40406171067717983,-0.018514634151086548,0.18940881083611433
2020-05-19,-0.2645457639472118,0.32457114064735343,0.10767537200024908,-1.1314438301996639,1.2815004554300562,-1.2798688865758838,-0.5439387573768159,0.18413098081097448,-0.5315364891399209,0.1280042193499553,-0.5096150572794977,0.19603485150987437,0.5596904481657502,0.6381193916378995,0.5554670695953077,0.02890860389323585,-1.0886962496126675,-0.7117948004475478,0.6842629274974464,-1.1598502704154465,-0.19271177421928679,0.32762519355397124
2020-05-20,-0.2817493962004582,-0.2822958098371396,-1.034894808575803,0.44386225566573595,-0.3966979577830277,-0.3699717652448316,0.7649752326138338,1.0508159072081087,-0.4863589178380381,1.310629103037451,-2.1003950287109605,-0.46052755310583077,0.2999529995542036,-0.2889137424811966,-0.5059306064576168,0.844355427858528,0.2491240327530625,0.25145739048653154,0.8493149274529943,-1.0789444913147188,-0.9134037800695997,0.8057033519560894
2020-05-21,-0.44318944445919606,1.8648176658136042,-2.251259993017845,0.6112462767643998,1.576577140671683,-1.3927880100749768,0.3883648541370431,0.48829985678069876,-0.7931349098688565,1.418548061507893,-0.30564594885665997,0.6096849046534368,-0.5166499565291605,0.35955472314147624,0.11384490245202726,-0.43431166036819363,-0.24772794945403892,-0.6859866685791176,0.17053008094254024,-0.5769335317197551,0.8525775328594057,-0.6032130125951422
2020-05-22,0.18165882349935603,-1.4215998759515998,0.9209555619961873,0.113616253442508,-1.6022848524337707,-1.1513720989630114,0.6266774081984087,-0.2803162595138779,-0.14980495567041444,-1.1980652294940684,0.7886684649279417,-0.13688835735967844,-0.36794285731654053,0.19430220578738405,0.36841704983285195,-1.1147429015875356,-0.8607067785938256,0.3648066218896007,-0.466188620697372,-0.022800621693029405,-0.152837767282934,0.1562403338284851
2020-05-23,-1.392436022516733,-0.8277455493747976,-0.31030775067598165,-0.3949347700598286,-0.7951761944508544,-0.9611840335208718,-0.30888901961092186,0.523728852000375,-1.234503343425209,-0.3521490578181382,0.22482768532342018,-2.3199586596801365,-0.36736856485687447,-0.4725605602801568,-0.5770539474775233,0.3112548176158855,-1.111825142397164,0.29964444527691114,-0.36214799453196367,-0.8066240488446407,1.307996322387522,-1.696453129431879
2020-05-24,-1.3019797962765207,0.6953778436806016,-1.513562850837222,0.8834488880604777,-0.5073838571260292,-1.1760269872781317,-0.04001498921308236,-0.7005253102507686,-1.7147915821508242,0.7269234995830779,-0.05467375387529011,-0.664839750279266,1.7513646461306918,-0.5349852606686244,1.9741157936046418,0.08845416279356456,-0.5884313098540398,0.6889095191692458,-0.5280662914092638,-1.304269969730924,-0.7397622387827799,1.1405492615000161
2020-05-25,1.8951164546527037,-1.1306989737580873,0.3944575465890763,-1.4984715911372173,0.4307260456557712,-0.9023370690744359,-1.4246594675923672,1.4872716955570555,-0.3467756088002875,-0.5686682478584633,0.2935045443109038,1.6137526481755406,-1.4522171203140024,1.3904591783681925,-1.2332854261328405,-1.0374089686192185,-0.6365412214277731,-0.037228884168375956,0.887728122414723,0.034123291364408774,-0.6966450195372539,-0.024058053080445684
2020-05-26,-0.66882145041497,0.614862888094817,-0.6502467233076843,0.12991179448812684,0.6457244687381606,-1.0494899114618814,-0.5304021822890798,-0.20736234502921436,-0.45326612912627207,-0.01036023773946212,0.18277230421607998,0.020710247020835515,-0.6900611269674961,-0.3525924512476005,-1.2490138800443724,0.7823276676281993,-0.7231646673003432,-0.09376665576631495,-0.05258117237256897,0.39814102113097743,-0.2655181246593041,0.2752120733447785
2020-05-27,-0.40614236568589845,-0.6530802937252354,0.9544802249029396,-0.004707388965635306,-0.9128025272938158,-1.0913173966939467,-0.25440451857969504,0.8447724409656092,-0.9545445634546019,-0.7346408132919299,0.6061231758254002,0.0817255543213407,0.5369421891759256,0.0798421286031372,0.8407052438002883,-0.03261686219785854,-0.6571853223638426,-0.01367656315500336,-0.6616468935759552,0.03708129987679031,0.16647066748416567,-0.18700745808741515
2020-05-28,0.9662755249960648,0.8423334606343774,1.4167213803006886,0.05016677268406707,1.020326252943588,-0.34327596410775063,0.09562876144740344,-1.0172875528333791,-0.485782860533301,-1.561552641034329,0.4258579824163327,-0.15153773391199746,0.20616408715315496,0.13693999326443668,0.20158989903249164,0.22413702372656963,-1.176572256850315,0.04981588752856325,-0.1169830768865851,-0.10544292061171096,0.04596440653087642,0.12794103412029426
2020-05-29,1.442658140685547,-0.44853121522371997,-0.4574590141973906,0.0034149560898101526,-0.5353325655362953,0.41597995710167573,0.3694193413788815,1.0149776784073403,-1.0041036308168811,-1.1980677225482692,1.3550164047569464,0.03184687561448127,-0.40461757334641524,-0.05111431733410983,-0.8500381221099391,0.305549491926856,-0.9581963378172544,-0.024461610907577227,0.0779383317028147,-0.9994414538276032,0.8215817341325089,-0.7715118084458619
2020-05-30,-0.5938946818619516,0.5244224386512808,2.1623356640082574,0.08843740318329492,0.5203298934352834,0.833224334626441,-0.4686266016665397,0.843837287722772,-3.0810054835485885,-0.6492195378747995,0.25485147324797963,-0.5903868970495663,0.0676643461675103,0.8197214802868548,-0.060547953771089645,0.02413019244897719,0.0880818109770212,-0.25801321336184657,-0.19066295758485374,-2.5550752754691874,-0.5459909304647683,0.4585322971268066
2020-05-31,1.0530076947763776,0.352146235215803,-1.6606758177139533,0.9290418427785283,-0.46283565130103754,2.0100933440402846,3.383069248430098,-2.079807570216202,-1.9175574048562116,0.6732545818221064,0.15251089252516645,0.15340383862800563,0.33197732756734144,-0.2753263184119489,0.14442062535923983,0.32519489284873393,0.5221141441276236,0.31216530847047336,-2.05269861627902,-1.6055745265690873,0.7273665641543614,-0.8568037450712807
2020-06-01,-1.0568860487561698,-0.33948712785231827,2.4275028825612397,-0.3298048174004845,0.03714371287433308,0.38553153744639684,-2.5025572830757055,1.7127581933808673,-2.1441760038157667,-1.7657692752109946,1.1627327096380964,-0.8177313212553361,-0.18239788928446657,1.37035814493193,0.08933458410347417,-0.21875864696904163,-0.46078460258239157,-1.0792443402127616,2.099235646239892,-0.8596981585411538,-1.9003384595495707,1.7283476165036769
2020-06-02,2.214033663692655,1.873567098779855,-2.313062861956184,0.5687369353395059,1.749503788403317,2.058234730693381,3.3849278784859367,-2.2403700465518765,0.15752097797852246,2.0660479179795854,-0.9304139648996752,2.806074528685513,4.155092595841633,-1.953354775787084,-0.1348894168005756,3.7809746463254488,1.053163660100456,1.7561203682159534,2.260634251732808,-0.18242603340590582,1.4297314364793972,1.812934089037522
2020-06-03,-2.5381687254813436,-2.3948867145795125,0.47356045005779246,-1.9734888760420435,-1.596267386829434,0.6861707183558245,-1.1599036049783287,1.002764597399026,-0.9701858552820203,-0.27897836689564454,0.12922921099648507,-1.623737572305868,-3.77375106259366,0.5751807907180263,0.48353869138216626,-3.9779651259372137,0.02416663154261274,-0.4600764938286674,0.49963016508076197,-1.0533793752165035,-0.3272084930647266,0.25501347621485876
2020-06-04,-1.7539498617336795,0.5155861578072569,0.014930503009255249,0.5662971863555482,0.27998369383759286,-0.5731682307554374,-0.7920732517215654,0.3436451297701609,-1.330267774999687,-0.11350555755190499,0.15687141578448668,-2.286048472138286,0.08916999199146823,-0.33729018243237197,-0.24086411292960844,0.37294146113503573,-0.8998722812312684,0.14265542446053206,-0.3111098393215393,-1.5754552702763127,-0.026371979831130665,0.011311554445722119
2020-06-05,-0.18718343758915043,-0.8546427834425656,-0.5823100623439061,0.27232380197472084,-1.2544034442782608,-1.421412248364801,0.46161784150884144,-0.4102050888169868,-1.3262379487577538,0.4809895921501073,-0.2755716171685011,0.16840236997227984,0.04498126138394825,-0.47751112878744084,0.5302400179397623,-0.3129187749826519,-0.9670700979591544,0.44265504229752095,-0.42561591706931207,-1.3250723295822575,2.2958269374800264,-2.7750423707760103
2020-06-06,-1.3170141170305476,-0.21222553792161386,-0.13638590745641507,-0.3605643789661929,0.1636530766883963,-1.654271115239081,-1.2588498377755848,1.0745626179377805,-2.434263234375548,-0.9423544141991977,1.0644397304054747,-0.41779716758448093,-0.2890141937088522,0.9907160872224435,-0.3951557638527446,-0.15880933303555334,-0.9233018996363229,-0.8597173715367395,0.8801017630950536,-1.6919037561707893,-1.9943802557356969,2.5883566092922625
2020-06-07,-1.0380307688728858,1.3508012755432652,-0.14317879711321832,-0.1823967202885042,1.4483758886872693,-2.7869202109301323,0.7222738743081951,-0.9114253229986092,-3.237234022671199,0.009602980230783072,0.03790464693074366,-0.7054783091173891,1.5058573230344978,-0.44568285453404133,1.8451299499701186,0.2881137281560552,-1.379942246320162,0.9740637881918057,-0.13348802567156337,-2.451532257035094,0.859887742513559,-0.8779836876032967
2020-06-08,0.7245285411079121,-1.3832205481230972,0.006938955229678371,-0.36416621016516354,-1.2666484320660987,-1.9206648070916605,-2.065882789800528,1.865471876757682,-2.099677137144079,-0.48460210548583776,-0.14380534037828827,1.1303285507452467,-1.795634473246371,0.5000289814919866,-2.686618774673806,0.17607582236215844,-0.5369168090136712,-1.560877917076629,0.7756734967569151,-1.7633444586772533,-0.456281787082127,0.433700614266401
2020-06-09,-1.1004203800194516,0.24291776034963145,-0.49825821785195984,0.5237771281473352,0.015105242688844597,-4.053808541400241,0.2662194163130431,-1.4940181337046679,-3.7825312011305012,1.7310271506666597,-2.2510051590331344,-0.5789804153564128,1.0090434273190738,-0.17771888120646406,0.9773490837984273,0.4748134306049309,-2.504099876808319,2.5389758908749593,-2.7964638215579214,-2.954047968083682,0.5708690552942959,0.6890958713205295
2020-06-10,-0.4665247021807337,-0.1257217059637905,0.17082918870018296,0.12619937654825067,-0.28403135595156415,-2.789638850081767,-0.3825711321279432,0.680135855578095,-2.9070186610555475,-0.1485833253975881,-2.6833424311113623,-0.8318064350329307,-1.2582999602653218,-0.5425224030143458,-0.8140766017379041,-1.1618036859664376,-1.7018110235292396,-0.07635719212426897,0.01273711478086002,-2.6357975094945307,0.39459953994174296,-0.8653779945232414
