Source,Target,Bench_LL,Copula,Copula_LL,AG_Stat,AG_p
Crypto_Returns,Stable_Volume,-2571.19223538097,gumbel,2.676958201800778,1.0466080761608023,0.2954544462272034
Crypto_Returns,Stable_Volatility,-1223.5335425241651,gaussian,1.2080639416792907,0.6848040542405665,0.4935788641760167
Crypto_Volatility,Stable_Volume,-2525.058761567241,gumbel,36.09745364656179,3.9903176882062974,6.934439543326692e-05
Crypto_Volatility,Stable_Volatility,-1223.6736654555705,gumbel,18.44608402675849,2.831114563449913,0.004703680908590655
