Source_Factor,Target_Factor,OOS_Days,MSE_Simple_Baseline,MSE_Challenger,MSE_Reduction_Pct,DM_Stat_vs_Baseline,DM_P_Value_vs_Baseline
Stable_Volume,Crypto_Downside,366,1.6836668239955523,1.6833867456442453,0.02%,0.004869352437213968,0.49805874721127474
