Source_Factor,Target_Factor,OOS_Days,MSE_Pure_EGARCH,MSE_Challenger,MSE_Reduction_Pct,DM_MSE_Stat_vs_EGARCH,DM_MSE_P_Value,EGARCH_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
Stable_Volume,Crypto_Downside,366,2.284432279580404,1.6833867456442453,26.31%,3.657413603849571,0.00029224488011392324,0.5,0.680327868852459,5.176789592540622,3.736638265472436e-07
