Source_Factor,Target_Factor,OOS_Days,MSE_Pure_EGARCH,MSE_Challenger,MSE_Reduction_Pct,DM_MSE_Stat_vs_EGARCH,DM_MSE_P_Value,EGARCH_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
Stable_Volume,Crypto_Upside,366,1.1569852638024762,1.1048884853352137,4.50%,1.9183744472037223,0.05584336664871081,0.6366120218579235,0.6639344262295082,1.8965146548410332,0.058681367916201044
