Source_Factor,Target_Factor,OOS_Days,MSE_Pure_EGARCH,MSE_Challenger,MSE_Reduction_Pct,DM_MSE_Stat_vs_EGARCH,DM_MSE_P_Value,EGARCH_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
Stable_Downside,Crypto_Upside,366,1.1569852638024762,1.1543973205724025,0.22%,0.09641124640886559,0.9232468736447428,0.6366120218579235,0.6338797814207651,-0.22911858448992156,0.8189050749283133
