Test,Source,Target,OOS_Days,MSE_Benchmark,MSE_Challenger,DM_MSE_Stat,DM_MSE_P_Value,Benchmark_Directional_Acc,Challenger_Directional_Acc,DM_Directional_Stat,DM_Directional_P_Value
GARCH,Stable_Volatility,Crypto_Returns,366,1.8841141908768513,1.8665995774256434,1.087945993943143,0.27661894985589575,0.5191256830601093,0.4781420765027322,-1.4681542942763612,0.142062316234552
VOL,Stable_Volatility,Crypto_Returns,366,0.0014094012041431982,0.0005603579458994672,6.7849570350672295,1.1612044659159437e-11,,,,
