Date,Actual,Pred_Bench,Pred_Chall
2024-01-02,2.4195661095699297,0.6796909832707063,0.8371292273143093
2024-01-03,1.0387436331064217,-1.4116602108404266,-1.3478496750472884
2024-01-04,-2.34360516189455,-0.9271649900116219,-0.6953192080346831
2024-01-05,-0.7061676679392328,0.8901441872525372,1.2203247991130446
2024-01-06,-0.5778538840995942,0.11572717166727697,0.3900179331736975
2024-01-07,1.1680448361612323,0.13393737231169645,0.48132751981501837
2024-01-08,0.8219739859256785,-0.8922912235008419,-0.638151850204047
2024-01-09,-0.6116392825985544,-0.45375156718877757,-0.5021049334535248
2024-01-10,1.6540459279412816,0.27798205907403173,0.3928238678719007
2024-01-11,0.5736734623007277,-0.9543124311265823,-0.9676761262835594
2024-01-12,-1.1734709936213803,-0.5566341297997554,-0.9640418451898136
2024-01-13,-1.7616652385397815,0.37206421661033606,-0.43113989410488784
2024-01-14,0.5352950551500167,0.7647897548748372,0.44448015152212506
2024-01-15,0.7686658522069042,-0.28504523047345504,-0.3893603033447186
2024-01-16,-0.9652572533052058,-0.6075380854301122,-0.6221715914785791
2024-01-17,-0.7413835776036032,0.44251819185119745,0.32475934175676036
2024-01-18,0.5158142335509135,0.3271312363704439,0.6943939231850058
2024-01-19,0.017011992646586035,-0.3122805042663439,-0.026003673411081563
2024-01-20,-0.7399898467567964,-0.06333057311065295,0.08575015164639138
2024-01-21,0.4149252730539896,0.30380922664342225,0.4837871793885161
2024-01-22,0.3787102482175403,-0.13556168365512022,-0.02758910784685438
2024-01-23,0.8779981331376796,-0.29665928694708205,-0.1642990459896124
2024-01-24,-1.0113176530754635,-0.6089369974400538,-0.7578584188230534
2024-01-25,-0.4014988465287033,0.447173113736176,0.2932989262840096
2024-01-26,1.1112661274002273,0.2001021345571578,0.31279321702659485
2024-01-27,-1.1220826097996315,-0.7159584984673635,-0.9668056723306007
2024-01-28,1.103919329477389,0.45893885204961526,0.46152328461096825
2024-01-29,-1.1157343774092368,-0.5882158660165941,-0.534055604911218
2024-01-30,1.1831016191356039,0.5001082793865902,0.6530627577835518
2024-01-31,-0.7017388359034151,-0.7019820005670697,-0.6661308615857038
2024-02-01,-0.47600196529513433,0.250475702092252,0.1735221445348333
2024-02-02,0.20054830164217752,0.28645244370427964,0.3887970923441112
