Test,Source,Target,OOS_Days,MSE Benchmark,MSE Challenger,Sharpe Benchmark,Sharpe Challenger
GARCH,Stable_Volume,Crypto_Volatility,366,0.06550752175045829,0.06449882182807086,3.970018274791357,4.554738582335191
RAW,Stable_Volume,Crypto_Volatility,366,0.9644005889529185,0.9636163329534696,5.5019066498936,5.627716012373848
