Test,Source,Target,OOS_Days,MSE Benchmark,MSE Challenger,Sharpe Benchmark,Sharpe Challenger
GARCH,Crypto_Volatility,Stable_Volume,366,0.07098138443239574,0.06248549097099406,8.066485327326506,9.038423155027042
RAW,Crypto_Volatility,Stable_Volume,366,1.9362638508008683,1.7181833239411417,8.455407954472214,9.959373334219025
